"Friday,-August-30-2024-19:47:00",99371
"Friday,-August-30-2024-19:47:01",99402
"Friday,-August-30-2024-19:47:01",99378
"Friday,-August-30-2024-19:47:02",99340
"Friday,-August-30-2024-19:47:02",99407
"Friday,-August-30-2024-19:47:03",99383
"Friday,-August-30-2024-19:47:04",99357
"Friday,-August-30-2024-19:47:04",99383
"Friday,-August-30-2024-19:47:05",99365
"Friday,-August-30-2024-19:47:05",99378
"Friday,-August-30-2024-19:47:06",99382
"Friday,-August-30-2024-19:47:07",99347
"Friday,-August-30-2024-19:47:07",99377
"Friday,-August-30-2024-19:47:08",99375
"Friday,-August-30-2024-19:47:09",99356
"Friday,-August-30-2024-19:47:09",99481
"Friday,-August-30-2024-19:47:10",107061
"Friday,-August-30-2024-19:47:10",99379
"Friday,-August-30-2024-19:47:11",99375
"Friday,-August-30-2024-19:47:11",99379
"Friday,-August-30-2024-19:47:12",99352
"Friday,-August-30-2024-19:47:13",99408
"Friday,-August-30-2024-19:47:13",99383
"Friday,-August-30-2024-19:47:14",99350
"Friday,-August-30-2024-19:47:14",99410
"Friday,-August-30-2024-19:47:15",99379
"Friday,-August-30-2024-19:47:16",99388
"Friday,-August-30-2024-19:47:16",99381
"Friday,-August-30-2024-19:47:17",99368
"Friday,-August-30-2024-19:47:18",99387
"Friday,-August-30-2024-19:47:18",99390
"Friday,-August-30-2024-19:47:19",99361
"Friday,-August-30-2024-19:47:19",99379
"Friday,-August-30-2024-19:47:20",99400
"Friday,-August-30-2024-19:47:21",99362
"Friday,-August-30-2024-19:47:21",99380
"Friday,-August-30-2024-19:47:22",99396
"Friday,-August-30-2024-19:47:22",99351
"Friday,-August-30-2024-19:47:23",99392
"Friday,-August-30-2024-19:47:24",99392
"Friday,-August-30-2024-19:47:24",99347
"Friday,-August-30-2024-19:47:25",99386
"Friday,-August-30-2024-19:47:25",99393
"Friday,-August-30-2024-19:47:26",99352
"Friday,-August-30-2024-19:47:27",99393
"Friday,-August-30-2024-19:47:27",99384
"Friday,-August-30-2024-19:47:28",99342
