Time, Pa
"Friday,-August-30-2024-19:42:08",99383
"Friday,-August-30-2024-19:42:09",99395
"Friday,-August-30-2024-19:42:09",99384
"Friday,-August-30-2024-19:42:10",99379
"Friday,-August-30-2024-19:42:10",99384
"Friday,-August-30-2024-19:42:11",99377
"Friday,-August-30-2024-19:42:11",99389
"Friday,-August-30-2024-19:42:12",99363
"Friday,-August-30-2024-19:42:13",99395
"Friday,-August-30-2024-19:42:14",99399
"Friday,-August-30-2024-19:42:15",99408
"Friday,-August-30-2024-19:42:15",99395
"Friday,-August-30-2024-19:42:16",99355
"Friday,-August-30-2024-19:42:16",99417
"Friday,-August-30-2024-19:42:17",99397
"Friday,-August-30-2024-19:42:18",99382
"Friday,-August-30-2024-19:42:18",99400
"Friday,-August-30-2024-19:42:19",99382
"Friday,-August-30-2024-19:42:19",100082
"Friday,-August-30-2024-19:42:20",106701
"Friday,-August-30-2024-19:42:21",99389
"Friday,-August-30-2024-19:42:22",99345
"Friday,-August-30-2024-19:42:22",99408
"Friday,-August-30-2024-19:42:23",99385
"Friday,-August-30-2024-19:42:24",99371
"Friday,-August-30-2024-19:42:24",99388
"Friday,-August-30-2024-19:42:25",99381
"Friday,-August-30-2024-19:42:25",99387
"Friday,-August-30-2024-19:42:26",99382
"Friday,-August-30-2024-19:42:27",99386
"Friday,-August-30-2024-19:42:27",99377
"Friday,-August-30-2024-19:42:28",99381
"Friday,-August-30-2024-19:42:28",99381
"Friday,-August-30-2024-19:42:29",99387
"Friday,-August-30-2024-19:42:30",99393
"Friday,-August-30-2024-19:42:30",99392
"Friday,-August-30-2024-19:42:31",99391
"Friday,-August-30-2024-19:42:32",99374
"Friday,-August-30-2024-19:42:33",99368
"Friday,-August-30-2024-19:42:34",99394
"Friday,-August-30-2024-19:42:34",99405
"Friday,-August-30-2024-19:42:35",99385
"Friday,-August-30-2024-19:42:36",99403
"Friday,-August-30-2024-19:42:36",99417
"Friday,-August-30-2024-19:42:37",99399
"Friday,-August-30-2024-19:42:37",99413
"Friday,-August-30-2024-19:42:38",99404
"Friday,-August-30-2024-19:42:39",99401
"Friday,-August-30-2024-19:42:39",99407
"Friday,-August-30-2024-19:42:40",99391
"Friday,-August-30-2024-19:42:41",99398
"Friday,-August-30-2024-19:42:41",99407
"Friday,-August-30-2024-19:42:42",99418
"Friday,-August-30-2024-19:42:42",99407
"Friday,-August-30-2024-19:42:43",99407
"Friday,-August-30-2024-19:42:44",99406
"Friday,-August-30-2024-19:42:44",99410
"Friday,-August-30-2024-19:42:45",99410
"Friday,-August-30-2024-19:42:45",99402
"Friday,-August-30-2024-19:42:46",99403
"Friday,-August-30-2024-19:42:47",99391
"Friday,-August-30-2024-19:42:47",99392
"Friday,-August-30-2024-19:42:48",100080
"Friday,-August-30-2024-19:42:49",100224
"Friday,-August-30-2024-19:42:49",99853
"Friday,-August-30-2024-19:42:50",99597
"Friday,-August-30-2024-19:42:50",99376
"Friday,-August-30-2024-19:42:51",99373
"Friday,-August-30-2024-19:42:52",99944
"Friday,-August-30-2024-19:42:52",99731
"Friday,-August-30-2024-19:42:53",99662
"Friday,-August-30-2024-19:42:53",99372
"Friday,-August-30-2024-19:42:54",99385
"Friday,-August-30-2024-19:42:55",100111
"Friday,-August-30-2024-19:42:55",99379
"Friday,-August-30-2024-19:42:56",99911
"Friday,-August-30-2024-19:42:57",99412
"Friday,-August-30-2024-19:42:57",99373
"Friday,-August-30-2024-19:42:58",99382
"Friday,-August-30-2024-19:42:58",101003
"Friday,-August-30-2024-19:42:59",100425
"Friday,-August-30-2024-19:43:00",99348
"Friday,-August-30-2024-19:43:00",102167
"Friday,-August-30-2024-19:43:01",101028
"Friday,-August-30-2024-19:43:01",100476
"Friday,-August-30-2024-19:43:02",102250
"Friday,-August-30-2024-19:43:03",100525
"Friday,-August-30-2024-19:43:03",99675
"Friday,-August-30-2024-19:43:04",99420
"Friday,-August-30-2024-19:43:05",99376
"Friday,-August-30-2024-19:43:05",99379
"Friday,-August-30-2024-19:43:06",99373
"Friday,-August-30-2024-19:43:06",99381
"Friday,-August-30-2024-19:43:07",99369
"Friday,-August-30-2024-19:43:08",99373
"Friday,-August-30-2024-19:43:08",99695
"Friday,-August-30-2024-19:43:09",107412
"Friday,-August-30-2024-19:43:09",99377
"Friday,-August-30-2024-19:43:10",99384
"Friday,-August-30-2024-19:43:11",99382
"Friday,-August-30-2024-19:43:11",99374
"Friday,-August-30-2024-19:43:12",99351
"Friday,-August-30-2024-19:43:13",99387
"Friday,-August-30-2024-19:43:13",99351
"Friday,-August-30-2024-19:43:14",99398
"Friday,-August-30-2024-19:43:14",99359
"Friday,-August-30-2024-19:43:15",99393
"Friday,-August-30-2024-19:43:16",99373
"Friday,-August-30-2024-19:43:16",101347
"Friday,-August-30-2024-19:43:17",102540
"Friday,-August-30-2024-19:43:18",102531
"Friday,-August-30-2024-19:43:19",99377
"Friday,-August-30-2024-19:43:20",99381
