time (ms),pressure (Pa)
0,98661.61
318,98667.59
632,98640.27
5369,98676.21
5683,100444.98
5997,98803.02
6311,98692.67
6629,98692.84
6943,98655.34
7257,98648.45
7571,98656.94
7889,98663.86
8203,98812.7
8517,99426.29
8831,98657.29
9149,98665.3
9463,98664.45
