time (ms),pressure (Pa)
0.0,99216.9453125
155.0,99215.640625
310.0,99210.9140625
465.0,99220.234375
620.0,99206.5078125
775.0,99202.4921875
930.0,99214.2734375
1085.0,99205.375
1240.0,99206.9375
1395.0,99204.6171875
1550.0,99213.21875
1705.0,99211.6015625
1860.0,99222.2421875
2015.0,99211.96875
2170.0,99217.1796875
2325.0,99203.6640625
2480.0,99209.6171875
2635.0,99201.5078125
2790.0,99207.84375
2945.0,99209.328125
3100.0,99200.3203125
3255.0,99212.2421875
3410.0,99215.8671875
3565.0,99222.5078125
3720.0,99207.796875
3875.0,99281.53125
4030.0,99208.515625
4185.0,99250.3984375
4340.0,99200.953125
4495.0,99204.6640625
4650.0,99213.0546875
4805.0,99210.7421875
4960.0,99211.828125
5115.0,99207.7421875
5270.0,99210.0078125
5425.0,99210.8984375
5580.0,99210.640625
5735.0,99202.75
5890.0,99202.171875
6045.0,99209.2421875
6200.0,99209.78125
6355.0,99202.8125
6510.0,99199.9296875
6665.0,99209.5859375
6820.0,99223.828125
6975.0,99212.1640625
7130.0,99221.2890625
7285.0,99217.71875
7440.0,99201.859375
7595.0,99205.3203125
7750.0,99208.8359375
7905.0,99214.6875
8060.0,99212.078125
8215.0,99206.890625
8370.0,99211.5390625
8525.0,99210.765625
8680.0,99208.0390625
8835.0,99206.3359375
8990.0,99204.796875
9145.0,99208.796875
9300.0,99215.609375
9455.0,99213.53125
9610.0,99220.234375
9765.0,99216.3125
9920.0,99202.8125
10075.0,99217.375
10230.0,99225.0078125
10385.0,99214.3671875
10540.0,99216.921875
10695.0,99216.8515625
10850.0,99207.9921875
11005.0,99214.4375
11160.0,99202.0078125
11315.0,99220.140625
11470.0,99209.125
11625.0,99209.9765625
11780.0,99212.4921875
11935.0,99219.546875
12090.0,99204.8984375
12245.0,99212.5546875
12400.0,99241.734375
12555.0,99343.296875
12710.0,99473.34375
12865.0,99641.2734375
13020.0,99690.125
13175.0,99768.5
13330.0,99902.3828125
13485.0,99942.3828125
13640.0,100037.5390625
13795.0,100112.859375
13950.0,96767.4609375
14105.0,95063.21875
14260.0,99214.234375
14415.0,99224.0
14570.0,99216.234375
14725.0,99212.203125
14880.0,99219.1171875
15035.0,99220.921875
15190.0,99220.71875
15345.0,99349.1640625
