Time,Pa,P1,first_derivative,second_derivative
0,99444,0.01,,
0,99444,0.01,0.0,
1000,99441,0.01,-3.0,-3.0
2000,99461,0.02,20.0,23.0
3000,99458,0.01,-3.0,-23.0
3000,99457,0.01,-1.0,2.0
4000,99444,0.01,-13.0,-12.0
5000,99456,0.01,12.0,25.0
6000,99456,0.01,0.0,-12.0
6000,99457,0.01,1.0,1.0
7000,99451,0.01,-6.0,-7.0
8000,99458,0.01,7.0,13.0
9000,99453,0.01,-5.0,-12.0
10000,99448,0.01,-5.0,0.0
10000,99449,0.01,1.0,6.0
11000,99463,0.02,14.0,13.0
12000,99458,0.01,-5.0,-19.0
13000,99463,0.02,5.0,10.0
14000,99458,0.01,-5.0,-10.0
15000,99449,0.01,-9.0,-4.0
15000,99440,0.01,-9.0,0.0
16000,99451,0.01,11.0,20.0
16000,99442,0.01,-9.0,-20.0
17000,99447,0.01,5.0,14.0
18000,99444,0.01,-3.0,-8.0
18000,99452,0.01,8.0,11.0
19000,99441,0.01,-11.0,-19.0
19000,99444,0.01,3.0,14.0
20000,99441,0.01,-3.0,-6.0
21000,99438,0.01,-3.0,0.0
21000,99448,0.01,10.0,13.0
22000,99442,0.01,-6.0,-16.0
23000,99440,0.01,-2.0,4.0
23000,99445,0.01,5.0,7.0
24000,99439,0.01,-6.0,-11.0
24000,99441,0.01,2.0,8.0
25000,99441,0.01,0.0,-2.0
26000,99439,0.01,-2.0,-2.0
26000,99445,0.01,6.0,8.0
27000,99448,0.01,3.0,-3.0
27000,99452,0.01,4.0,1.0
28000,99432,0.01,-20.0,-24.0
29000,99444,0.01,12.0,32.0
29000,99438,0.01,-6.0,-18.0
30000,99441,0.01,3.0,9.0
31000,99444,0.01,3.0,0.0
31000,99432,0.01,-12.0,-15.0
32000,99441,0.01,9.0,21.0
33000,99443,0.01,2.0,-7.0
33000,99436,0.01,-7.0,-9.0
34000,99441,0.01,5.0,12.0
34000,99435,0.01,-6.0,-11.0
35000,99449,0.01,14.0,20.0
36000,99908,0.07,459.0,445.0
36000,99635,0.04,-273.0,-732.0
37000,100054,0.09,419.0,692.0
37000,99430,0.01,-624.0,-1043.0
38000,99437,0.01,7.0,631.0
39000,99422,0.01,-15.0,-22.0
39000,99439,0.01,17.0,32.0
40000,99422,0.01,-17.0,-34.0
41000,99442,0.01,20.0,37.0
41000,99369,0.0,-73.0,-93.0
42000,100836,0.18,1467.0,1540.0
42000,102877,0.42,2041.0,574.0
43000,103077,0.44,200.0,-1841.0
44000,99461,0.02,-3616.0,-3816.0
44000,99333,0.0,-128.0,3488.0
45000,101361,0.24,2028.0,2156.0
45000,107757,1.0,6396.0,4368.0
46000,99703,0.04,-8054.0,-14450.0
47000,99453,0.01,-250.0,7804.0
47000,99444,0.01,-9.0,241.0
48000,99443,0.01,-1.0,8.0
49000,99429,0.01,-14.0,-13.0
49000,99434,0.01,5.0,19.0
50000,99433,0.01,-1.0,-6.0
50000,99432,0.01,-1.0,0.0
51000,99441,0.01,9.0,10.0
52000,99435,0.01,-6.0,-15.0
52000,99437,0.01,2.0,8.0
53000,107542,0.97,8105.0,8103.0
54000,99451,0.01,-8091.0,-16196.0
55000,99459,0.01,8.0,8099.0
56000,99454,0.01,-5.0,-13.0
57000,99438,0.01,-16.0,-11.0
58000,99463,0.02,25.0,41.0
58000,99454,0.01,-9.0,-34.0
59000,99453,0.01,-1.0,8.0
60000,99443,0.01,-10.0,-9.0
61000,99455,0.01,12.0,22.0
62000,102390,0.36,2935.0,2923.0
63000,99444,0.01,-2946.0,-5881.0
