Time, Acc (mg) X, Y, Z, Gyr (DPS) X, Y, Z, Mag (uT) X, Y, Z, Temp, Pa, PSI, atm
326886,  00340.33,-00156.74, 00936.04, 00016.04, 00022.69,-00039.62,-00033.75,-00010.50, 00049.95, 00032.77,100152.99,14.53,0.99
327200,  00314.45,-00305.66, 00901.86,-00000.56, 00004.71,-00011.18,-00035.40,-00016.20, 00050.85, 00033.16,100150.22,14.53,0.99
327514,  00386.72,-00096.68, 00886.23, 00047.80, 00020.28,-00035.49,-00038.55,-00012.30, 00052.35, 00033.06,100141.66,14.52,0.99
327832,  00294.92, 00097.66, 00948.24, 00044.76, 00022.82,-00011.89,-00039.30,-00003.15, 00056.10, 00033.30,100052.00,14.51,0.99
328146,  00161.13, 00260.74, 00977.05, 00010.89, 00019.50,-00007.09,-00037.05, 00004.65, 00059.55, 00033.11,100080.56,14.52,0.99
328460,  00121.58, 00340.33, 00923.34, 00031.78, 00000.53,-00008.14,-00030.90, 00010.65, 00062.55, 00033.06,100077.37,14.52,0.99
328774,  00111.82, 00422.85, 01062.50, 00011.94, 00061.15,-00026.76,-00031.20, 00013.80, 00062.55, 00033.06,100233.02,14.54,0.99
329092,  00000.00, 00430.66, 00947.27,-00004.39, 00003.45,-00010.07,-00030.75, 00014.10, 00063.15, 00033.30,98675.02,14.31,0.97
329406, -00023.44, 00458.01, 00918.95, 00001.26,-00007.29,-00005.08,-00029.40, 00015.45, 00062.55, 00033.06,98757.49,14.32,0.97
329720,  00028.81, 00422.36, 00917.48,-00001.95, 00003.63,-00004.33,-00028.20, 00015.00, 00063.30, 00033.35,98639.41,14.31,0.97
330034, -00003.42, 00436.52, 00910.64,-00000.56, 00003.50,-00003.61,-00027.60, 00014.10, 00060.45, 00032.97,98646.31,14.31,0.97
330352,  00014.16, 00415.53, 00916.02,-00002.37, 00004.47, 00001.79,-00028.80, 00014.40, 00061.65, 00033.06,98641.18,14.31,0.97
330666, -00018.55, 00427.25, 00953.61, 00000.26, 00002.72, 00004.63,-00028.20, 00013.80, 00061.50, 00032.73,98779.11,14.33,0.98
330980,  00008.79, 00409.67, 00892.09,-00003.27,-00001.19,-00004.39,-00028.65, 00013.80, 00061.05, 00033.06,99274.80,14.40,0.98
331294, -00012.21, 00426.76, 00915.53,-00000.58,-00001.88,-00003.12,-00028.95, 00015.00, 00063.30, 00033.11,99428.43,14.42,0.98
331612, -00006.35, 00399.41, 00902.83, 00001.11,-00000.89,-00000.24,-00030.15, 00014.70, 00061.50, 00032.97,102292.29,14.84,1.01
331926,  00010.74, 00362.30, 00913.57, 00001.95,-00002.51,-00002.72,-00028.80, 00014.10, 00062.70, 00033.35,103440.65,15.00,1.02
332240,  00006.35, 00413.57, 00921.87,-00003.07, 00002.09,-00001.66,-00028.65, 00015.00, 00063.00, 00033.11,103204.63,14.95,1.02
332554,  00016.11, 00414.55, 00901.37, 00000.51,-00000.70, 00006.40,-00030.45, 00014.70, 00062.55, 00033.25,98641.03,14.31,0.97
