time(s),pressure (kPa)
339.908,99.50115
340.226,99.49893
340.54,99.50446
340.854,99.49343
341.168,99.48593
341.486,99.5035
341.8,99.51676
342.114,99.5062
342.428,99.50591
342.746,99.49905
343.06,99.51055
343.374,99.52117
343.689,99.50535
344.007,99.50884
344.321,99.49236
344.635,99.49336
344.949,99.51919
345.267,99.51802
345.581,99.5071
345.895,99.48389
346.209,99.48063
346.534,99.50152
346.848,99.52586
347.162,99.51623
347.476,99.50195
347.794,99.47666
348.108,99.51075
348.422,99.51095
348.736,99.51868
349.054,99.49781
349.368,99.49183
349.682,99.49668
349.996,99.48968
350.314,99.51163
350.628,99.50569
350.942,99.48565
351.256,99.47422
351.574,99.50308
351.888,99.5252
352.202,99.52213
352.516,99.48241
352.834,99.47607
353.148,99.5014
353.462,99.51855
353.776,99.5125
354.094,99.48706
354.408,99.4867
354.722,99.50074
355.036,99.52295
355.354,99.49767
355.668,99.48634
355.982,99.47534
356.296,99.50201
356.621,99.51284
356.935,99.51128
357.249,99.5066
357.563,99.50117
357.881,99.4739
358.195,99.49867
358.509,99.51964
358.823,99.5257
359.141,99.4993
359.455,99.48596
359.769,99.49844
360.083,99.49765
360.401,99.53094
360.715,99.51001
361.029,99.49742
361.343,99.48192
361.661,99.49188
361.975,99.51656
362.289,99.52794
362.603,99.49384
362.921,99.47455
363.235,99.4937
363.549,99.50124
363.863,99.52063
364.181,99.50545
364.495,99.47869
364.809,99.47286
365.123,99.51312
365.441,99.51127
365.755,99.51807
366.069,99.49496
366.383,99.48184
366.708,99.48427
367.022,99.51302
367.336,99.5069
367.65,99.47871
367.968,99.49723
368.282,99.50273
368.597,99.5258
368.911,99.51051
369.23,99.48658
369.544,99.4857
369.858,99.50777
370.172,99.5208
370.49,99.49591
370.804,99.46788
371.118,99.4827
371.432,99.50845
371.75,99.49249
372.064,99.51117
372.378,99.50292
372.692,99.50528
373.01,100.43178
373.324,99.47698
373.638,100.35117
373.953,100.20213
374.271,99.49423
374.585,99.60379
374.899,101.68988
375.213,99.49813
375.543,99.59378
375.857,100.06167
376.171,99.5872
376.485,100.40933
376.81,99.68877
377.124,101.91097
377.438,100.36066
377.756,101.72105
378.069,99.51108
378.383,100.7644
378.697,99.51018
379.015,100.69001
379.329,99.48875
379.643,100.88213
379.957,99.94777
380.275,100.27455
380.589,99.6079
380.903,100.25391
381.217,99.51248
381.531,101.13469
381.845,101.95234
382.159,99.4726
382.473,103.21554
382.791,99.48366
383.105,102.80453
383.419,99.49537
383.733,101.62028
384.051,99.48108
384.365,100.46341
384.679,100.87325
384.993,99.50171
385.311,101.37298
385.625,99.48928
385.939,100.49214
386.253,100.52621
386.578,100.9016
386.892,100.89845
387.206,99.48414
387.52,101.07962
387.838,99.87384
388.152,102.28069
388.466,99.49457
388.78,100.933
389.098,100.8335
389.412,99.50552
389.726,100.94259
390.04,100.33495
390.358,99.49716
390.672,100.06087
390.986,99.83057
391.3,99.5008
391.618,99.49627
391.932,99.99696
392.246,99.47823
392.56,100.4023
392.878,100.06189
393.192,99.53135
393.506,99.49623
393.82,100.76651
394.138,99.5038
394.452,99.48546
394.766,99.4917
395.08,99.48948
395.398,99.49527
395.712,99.50149
396.026,99.46864
396.34,99.48651
396.665,99.48609
