Test4.txt File Created
IMU Output: Scaled
Acc (mg) X, Y, Z, Gyr (DPS) X, Y, Z, Mag (uT) X, Y, Z, Temp, Pa, PSI, atm
488506  00222.41,-00687.26, 00668.95, 00002.29,-00002.63, 00002.66, 00000.00, 00000.00, 00000.00, 00033.83,101093.20,14.67,1.00
488820  00262.21,-00666.99, 00694.34,-00000.40, 00001.98,-00003.03, 00000.00, 00000.00, 00000.00, 00033.68,103730.13,15.05,1.02
489134  00230.71,-00707.52, 00679.20,-00000.75, 00000.18,-00003.62, 00000.00, 00000.00, 00000.00, 00033.64,103653.44,15.04,1.02
489452  00217.04,-00710.69, 00664.06,-00002.19, 00000.40,-00003.42, 00000.00, 00000.00, 00000.00, 00033.68,101120.47,14.66,1.00
489766  00227.78,-00708.98, 00653.08, 00000.70, 00001.97,-00000.02, 00000.00, 00000.00, 00000.00, 00033.78,99512.70,14.43,0.98
490080  00256.35,-00731.45, 00654.05,-00000.08, 00005.37,-00001.49, 00000.00, 00000.00, 00000.00, 00033.68,103892.47,15.05,1.02
490394  00248.05,-00741.21, 00660.40,-00002.84, 00003.51,-00007.55, 00000.00, 00000.00, 00000.00, 00033.78,99488.63,14.43,0.98
490712  00282.47,-00712.16, 00662.11,-00005.44, 00009.98,-00011.69, 00000.00, 00000.00, 00000.00, 00033.68,101171.74,14.66,1.00
491026  00278.81,-00703.37, 00674.80,-00008.28, 00018.82,-00021.85, 00000.00, 00000.00, 00000.00, 00033.59,99666.85,14.45,0.98
491340  00228.52,-00678.96, 00715.58,-00006.68, 00028.63,-00031.11, 00000.00, 00000.00, 00000.00, 00033.49,99485.70,14.43,0.98
491654  00223.63,-00694.34, 00704.10,-00011.43, 00022.41,-00025.24, 00000.00, 00000.00, 00000.00, 00033.78,100850.49,14.63,1.00
491979  00177.00,-00748.05, 00726.56,-00002.68,-00001.27, 00001.79, 00000.00, 00000.00, 00000.00, 00033.64,99495.76,14.43,0.98
492293  00256.59,-00645.26, 00695.07,-00001.20, 00002.59, 00004.84, 00000.00, 00000.00, 00000.00, 00033.59,99499.87,14.43,0.98
492607  00197.27,-00677.98, 00739.26, 00011.47, 00003.82, 00002.34, 00000.00, 00000.00, 00000.00, 00033.83,99493.63,14.43,0.98
492883 Single button click acknowledged, data collection ENDED for file: Test4.txt
