time (ms),pressure (Pa)
0,98653.0
313,98634.02
627,98982.29
4093,98659.89
4407,98649.98
4725,98638.13
5037,98645.63
5351,98655.98
5665,98943.4
5983,99443.84
6295,100779.16
6609,109903.49
6923,109115.93
7242,107474.05
7556,101790.36
7870,98643.77
8184,98665.05
8502,98650.27
