time (ms),pressure (Pa)
60870,98663.56
61184,98659.93
61498,98673.24
61812,98675.55
62129,98645.2
62442,98660.73
62756,98677.7
63070,98643.45
63388,98659.46
63701,98684.51
64015,98681.22
64329,98681.08
64647,98677.05
64960,98670.58
65273,98663.34
65587,98669.55
65904,98680.7
66218,98667.09
66532,98669.29
68104,98662.06
68422,98673.36
68735,98678.13
69049,98712.43
69363,98678.7
69681,98678.8
69995,98676.65
70308,98670.28
70622,98660.55
70940,98667.19
71253,98655.88
71567,98670.19
71881,98671.66
72198,98664.95
72511,98669.2
72825,98665.02
73139,98669.09
73457,98665.84
73770,98659.16
74084,98664.66
74398,98688.98
74727,98667.66
75040,98658.16
75354,98672.73
75668,98659.89
75986,98663.56
76299,98657.29
76613,98648.27
76927,98601.97
77245,98659.66
77558,98669.36
77871,98678.46
78184,98674.02
78497,98676.59
78811,98669.38
79125,98660.02
79439,98637.56
79757,98646.08
80070,98660.98
80384,98683.91
80697,98674.84
81010,98668.84
81327,98678.77
81640,98661.01
81954,98661.17
82267,98658.49
82584,98656.24
82897,98649.57
83210,98666.04
83524,98668.62
83842,98672.29
84156,98662.03
84470,98667.03
84784,98667.15
85102,98667.22
85415,98661.77
85728,98663.63
86042,98655.19
86360,98683.87
86673,98665.84
86987,98674.13
87300,98662.26
87636,98670.73
87949,98664.14
88262,98667.83
88576,98653.41
88893,98635.39
89206,98652.49
89520,98671.2
89834,98663.6
90152,98682.8
90466,98670.51
90780,98669.36
91094,98659.08
91412,98672.48
91726,98651.47
92040,98656.42
92354,98661.7
92672,98674.07
92986,98666.8
93300,98671.2
93614,98651.19
93932,98658.8
94246,98657.79
94560,98644.38
94874,98651.31
95192,98659.44
95505,98671.08
95819,98670.94
96133,98660.59
96451,98664.14
96764,98665.71
97078,98647.24
97392,98658.61
97709,98649.13
98023,98664.55
98337,98666.71
98651,98659.7
98969,98661.9
99283,98665.58
99597,98651.19
99911,98653.59
100229,98659.89
100544,98659.66
100858,98666.2
101172,98659.99
101490,98660.28
101804,98643.86
102118,98637.19
102432,98661.61
102750,98667.59
103064,98640.27
