time (ms),pressure (Pa)
0.0,116190.1796875
155.0,116187.921875
310.0,116193.4921875
465.0,116195.78125
620.0,116187.6328125
775.0,116183.84375
930.0,116181.921875
1085.0,116181.671875
1240.0,116186.015625
1395.0,116172.3359375
1550.0,116183.84375
1705.0,116182.3203125
1860.0,116169.890625
2015.0,116181.6640625
2170.0,116182.5703125
2325.0,116176.3359375
2480.0,116184.3671875
2635.0,116180.6640625
2790.0,116202.5078125
2945.0,116237.15625
3100.0,116219.390625
3255.0,116175.6875
3410.0,116176.1796875
3565.0,116159.1875
3720.0,116155.015625
3875.0,116165.171875
4030.0,116150.21875
4185.0,116153.015625
4340.0,116155.3984375
4495.0,116145.1015625
4650.0,116157.5390625
4805.0,116153.9921875
4960.0,116151.8046875
5115.0,116156.7890625
5270.0,116138.0390625
5425.0,116126.125
5580.0,116136.734375
5735.0,116154.7578125
5890.0,116648.5234375
6045.0,117518.21875
6200.0,117620.140625
6355.0,116293.5625
6510.0,115973.296875
6665.0,116083.1484375
6820.0,116095.3125
6975.0,116088.34375
7130.0,116088.2265625
7285.0,116092.5234375
7440.0,116100.2734375
7595.0,116084.953125
7750.0,116089.734375
7905.0,116092.7734375
8060.0,116091.8828125
8215.0,116088.2109375
8370.0,116082.8828125
8525.0,116078.1015625
8680.0,116080.0859375
8835.0,116081.4921875
8990.0,116081.2421875
9145.0,116083.3984375
9300.0,116072.21875
9455.0,116186.3828125
9610.0,117682.9296875
9765.0,118156.9765625
9920.0,117871.40625
10075.0,115979.5078125
10230.0,116060.921875
10385.0,116086.453125
10540.0,116079.203125
10695.0,116074.9921875
10850.0,116083.53125
11005.0,116073.375
11160.0,116067.65625
11315.0,116066.75
11470.0,116070.2109375
11625.0,116066.9765625
11780.0,116146.2421875
11935.0,116148.140625
12090.0,116174.4375
12245.0,116133.9609375
12400.0,116139.5
12555.0,116121.3515625
12710.0,116167.5625
12865.0,116203.375
13020.0,116231.0390625
13175.0,116206.171875
13330.0,116155.6328125
13485.0,116131.2421875
13640.0,116114.5
13795.0,116099.390625
13950.0,116136.359375
14105.0,116582.53125
14260.0,117365.8046875
14415.0,116918.390625
14570.0,116014.6875
14725.0,115952.6796875
14880.0,116002.5234375
15035.0,116021.15625
15190.0,116018.9765625
15345.0,116006.0703125
15500.0,116013.2890625
15655.0,116012.9140625
15810.0,116017.984375
15965.0,116000.75
16120.0,116008.359375
16275.0,116011.265625
16430.0,116011.6484375
16585.0,116014.8203125
16740.0,115997.0390625
16895.0,116008.0546875
17050.0,116012.6484375
17205.0,116011.6484375
17360.0,116010.4609375
17515.0,115995.6328125
17670.0,116005.0703125
17825.0,115999.4609375
17980.0,115991.359375
18135.0,115997.921875
18290.0,115989.9375
18445.0,115993.1171875
