Time,Pa,P1,first_derivative,second_derivative
0,99365,0.0,,
1000,99375,0.01,10.0,
1000,99373,0.01,-2.0,-12.0
2000,99484,0.04,111.0,113.0
2000,99507,0.04,23.0,-88.0
3000,99498,0.04,-9.0,-32.0
4000,99468,0.03,-30.0,-21.0
4000,99379,0.01,-89.0,-59.0
5000,99383,0.01,4.0,93.0
6000,99387,0.01,4.0,0.0
6000,99373,0.01,-14.0,-18.0
7000,99375,0.01,2.0,16.0
8000,99378,0.01,3.0,1.0
8000,99373,0.01,-5.0,-8.0
9000,99379,0.01,6.0,11.0
10000,99390,0.01,11.0,5.0
11000,99381,0.01,-9.0,-20.0
11000,99380,0.01,-1.0,8.0
12000,99377,0.01,-3.0,-2.0
13000,99379,0.01,2.0,5.0
14000,99376,0.01,-3.0,-5.0
14000,99373,0.01,-3.0,0.0
15000,99374,0.01,1.0,4.0
16000,99366,0.0,-8.0,-9.0
16000,99371,0.01,5.0,13.0
17000,99368,0.0,-3.0,-8.0
17000,99371,0.01,3.0,6.0
18000,99372,0.01,1.0,-2.0
19000,99379,0.01,7.0,6.0
19000,99376,0.01,-3.0,-10.0
20000,99372,0.01,-4.0,-1.0
21000,99372,0.01,0.0,4.0
21000,99375,0.01,3.0,3.0
22000,99382,0.01,7.0,4.0
22000,99380,0.01,-2.0,-9.0
23000,99375,0.01,-5.0,-3.0
24000,99378,0.01,3.0,8.0
24000,99374,0.01,-4.0,-7.0
25000,99369,0.0,-5.0,-1.0
25000,99373,0.01,4.0,9.0
26000,99370,0.0,-3.0,-7.0
27000,99374,0.01,4.0,7.0
27000,99376,0.01,2.0,-2.0
28000,99375,0.01,-1.0,-3.0
29000,99369,0.0,-6.0,-5.0
29000,99367,0.0,-2.0,4.0
30000,99371,0.01,4.0,6.0
30000,99377,0.01,6.0,2.0
31000,99368,0.0,-9.0,-15.0
32000,99366,0.0,-2.0,7.0
32000,99372,0.01,6.0,8.0
33000,99360,0.0,-12.0,-18.0
33000,99366,0.0,6.0,18.0
34000,99375,0.01,9.0,3.0
35000,99382,0.01,7.0,-2.0
35000,99369,0.0,-13.0,-20.0
36000,99369,0.0,0.0,13.0
37000,99376,0.01,7.0,7.0
37000,99375,0.01,-1.0,-8.0
38000,99368,0.0,-7.0,-6.0
38000,99361,0.0,-7.0,0.0
39000,99365,0.0,4.0,11.0
40000,99377,0.01,12.0,8.0
40000,99365,0.0,-12.0,-24.0
41000,100452,0.31,1087.0,1099.0
41000,101067,0.48,615.0,-472.0
42000,100812,0.41,-255.0,-870.0
43000,100914,0.44,102.0,357.0
43000,100770,0.4,-144.0,-246.0
44000,100103,0.21,-667.0,-523.0
45000,100496,0.32,393.0,1060.0
45000,100270,0.26,-226.0,-619.0
46000,100204,0.24,-66.0,160.0
46000,99493,0.04,-711.0,-645.0
47000,101103,0.49,1610.0,2321.0
48000,101129,0.5,26.0,-1584.0
48000,101122,0.5,-7.0,-33.0
49000,100079,0.2,-1043.0,-1036.0
49000,101792,0.69,1713.0,2756.0
50000,102207,0.8,415.0,-1298.0
51000,100955,0.45,-1252.0,-1667.0
51000,102829,0.98,1874.0,3126.0
52000,101686,0.66,-1143.0,-3017.0
53000,99365,0.0,-2321.0,-1178.0
53000,100988,0.46,1623.0,3944.0
54000,100785,0.4,-203.0,-1826.0
55000,99372,0.01,-1413.0,-1210.0
55000,102570,0.9,3198.0,4611.0
56000,101114,0.49,-1456.0,-4654.0
57000,101989,0.74,875.0,2331.0
58000,99380,0.01,-2609.0,-3484.0
59000,101305,0.55,1925.0,4534.0
60000,99403,0.01,-1902.0,-3827.0
61000,99751,0.11,348.0,2250.0
62000,99357,0.0,-394.0,-742.0
63000,99480,0.04,123.0,517.0
64000,102912,1.0,3432.0,3309.0
64000,99367,0.0,-3545.0,-6977.0
65000,99361,0.0,-6.0,3539.0
66000,99384,0.01,23.0,29.0
67000,99373,0.01,-11.0,-34.0
67000,99353,0.0,-20.0,-9.0
68000,99376,0.01,23.0,43.0
69000,99359,0.0,-17.0,-40.0
70000,99715,0.1,356.0,373.0
