Time,Pa,P1,first_derivative,second_derivative
0,99291,0.0,,
0,99372,0.01,81.0,
1000,99378,0.02,6.0,-75.0
2000,99366,0.01,-12.0,-18.0
2000,99351,0.01,-15.0,-3.0
3000,99380,0.02,29.0,44.0
3000,99367,0.01,-13.0,-42.0
4000,99349,0.01,-18.0,-5.0
5000,99378,0.02,29.0,47.0
5000,99368,0.01,-10.0,-39.0
6000,99343,0.01,-25.0,-15.0
7000,99379,0.02,36.0,61.0
8000,99362,0.01,-17.0,-53.0
9000,99386,0.02,24.0,41.0
9000,99364,0.01,-22.0,-46.0
10000,99349,0.01,-15.0,7.0
10000,99378,0.02,29.0,44.0
11000,99365,0.01,-13.0,-42.0
12000,99345,0.01,-20.0,-7.0
13000,99381,0.02,36.0,56.0
14000,99341,0.01,-40.0,-76.0
14000,99379,0.02,38.0,78.0
15000,99364,0.01,-15.0,-53.0
15000,99340,0.01,-24.0,-9.0
16000,99384,0.02,44.0,68.0
17000,99349,0.01,-35.0,-79.0
18000,99361,0.01,12.0,47.0
18000,99376,0.01,15.0,3.0
19000,99342,0.01,-34.0,-49.0
19000,99375,0.01,33.0,67.0
20000,99374,0.01,-1.0,-34.0
21000,99337,0.01,-37.0,-36.0
21000,99368,0.01,31.0,68.0
22000,99366,0.01,-2.0,-33.0
22000,99343,0.01,-23.0,-21.0
23000,99365,0.01,22.0,45.0
24000,99366,0.01,1.0,-21.0
24000,99348,0.01,-18.0,-19.0
25000,99349,0.01,1.0,19.0
26000,99374,0.01,25.0,24.0
26000,99351,0.01,-23.0,-48.0
27000,99348,0.01,-3.0,20.0
27000,99369,0.01,21.0,24.0
28000,99354,0.01,-15.0,-36.0
29000,99363,0.01,9.0,24.0
29000,99362,0.01,-1.0,-10.0
30000,99343,0.01,-19.0,-18.0
30000,99367,0.01,24.0,43.0
31000,99373,0.01,6.0,-18.0
32000,99350,0.01,-23.0,-29.0
32000,99360,0.01,10.0,33.0
33000,99381,0.02,21.0,11.0
34000,99353,0.01,-28.0,-49.0
34000,99348,0.01,-5.0,23.0
35000,99371,0.01,23.0,28.0
35000,99366,0.01,-5.0,-28.0
36000,99367,0.01,1.0,6.0
37000,99360,0.01,-7.0,-8.0
37000,99356,0.01,-4.0,3.0
38000,99356,0.01,0.0,4.0
38000,99360,0.01,4.0,4.0
39000,99354,0.01,-6.0,-10.0
40000,100065,0.12,711.0,717.0
40000,99365,0.01,-700.0,-1411.0
41000,100075,0.12,710.0,1410.0
41000,100126,0.13,51.0,-659.0
42000,99525,0.04,-601.0,-652.0
43000,100665,0.21,1140.0,1741.0
43000,99279,0.0,-1386.0,-2526.0
44000,100239,0.15,960.0,2346.0
45000,99283,0.0,-956.0,-1916.0
45000,100266,0.15,983.0,1939.0
46000,100042,0.12,-224.0,-1207.0
46000,100916,0.25,874.0,1098.0
47000,100721,0.22,-195.0,-1069.0
48000,102907,0.56,2186.0,2381.0
48000,99334,0.01,-3573.0,-5759.0
49000,105767,1.0,6433.0,10006.0
49000,102421,0.48,-3346.0,-9779.0
50000,100525,0.19,-1896.0,1450.0
51000,101911,0.41,1386.0,3282.0
51000,103332,0.62,1421.0,35.0
52000,101872,0.4,-1460.0,-2881.0
53000,99350,0.01,-2522.0,-1062.0
53000,102683,0.52,3333.0,5855.0
54000,102331,0.47,-352.0,-3685.0
54000,101071,0.28,-1260.0,-908.0
55000,100713,0.22,-358.0,902.0
56000,99361,0.01,-1352.0,-994.0
56000,103069,0.58,3708.0,5060.0
57000,100197,0.14,-2872.0,-6580.0
58000,99376,0.01,-821.0,2051.0
59000,99370,0.01,-6.0,815.0
60000,100355,0.17,985.0,991.0
60000,100108,0.13,-247.0,-1232.0
61000,99302,0.0,-806.0,-559.0
