Time, Acc (mg) X, Y, Z, Gyr (DPS) X, Y, Z, Mag (uT) X, Y, Z, Temp, Pa, PSI, atm
306002, -00270.02,-00889.65, 00477.05,-00040.45, 00009.49, 00004.63,-00048.30,-00024.90, 00031.80, 00032.58,98664.95,14.31,0.97
306316, -00303.22,-00893.55, 00308.11,-00012.46,-00005.65, 00007.48,-00048.90,-00030.15, 00024.45, 00032.44,98674.55,14.31,0.97
306630, -00360.84,-00883.79, 00248.05, 00000.09,-00009.69, 00002.97,-00048.30,-00031.65, 00021.30, 00032.77,98668.91,14.31,0.97
306940 ,-00344.73,-00926.27, 00281.25, 00018.66, 00009.63,-00004.92,-00048.00,-00029.40, 00022.50, 00032.29,98664.86,14.31,0.97
307274, -00342.29,-00907.71, 00352.54, 00004.55, 00003.07,-00001.13,-00049.05,-00026.85, 00026.55, 00032.63,98670.82,14.31,0.97
307588, -00369.63,-00783.20, 00643.55, 00092.70, 00017.64, 00008.90,-00048.45,-00022.65, 00036.15, 00032.29,98657.36,14.31,0.97
307902, -00280.76,-00279.30, 00876.46, 00084.79,-00013.47,-00002.98,-00047.85, 00000.45, 00048.45, 00032.39,98670.82,14.31,0.97
308216, -00292.48,-00051.27, 00947.75, 00055.99,-00000.67, 00004.80,-00049.35, 00012.90, 00047.70, 00032.58,98667.22,14.31,0.97
308534, -00331.54, 00015.14, 00951.17,-00004.59,-00003.54,-00001.49,-00048.90, 00016.65, 00049.05, 00032.58,98674.71,14.31,0.97
308848, -00309.57,-00014.16, 00961.43,-00001.01,-00000.50,-00008.47,-00049.35, 00017.70, 00049.95, 00032.39,98660.43,14.31,0.97
309162, -00283.20,-00020.51, 00961.91,-00001.05, 00002.34,-00005.95,-00049.95, 00019.05, 00049.05, 00032.58,98667.63,14.31,0.97
309476, -00278.81,-00029.79, 00963.38,-00005.60, 00005.92, 00001.73,-00048.45, 00017.40, 00049.80, 00032.63,98656.14,14.31,0.97
309794, -00335.45,-00269.04, 00919.92,-00046.35,-00002.95, 00002.62,-00048.00, 00007.95, 00049.05, 00032.58,98671.14,14.31,0.97
310108, -00305.66,-00566.89, 00737.79,-00122.05,-00015.53,-00011.32,-00048.90,-00010.35, 00041.85, 00032.58,98655.92,14.31,0.97
310422, -00312.50,-00782.23, 00528.32, 00004.35,-00010.15,-00000.78,-00049.35,-00022.50, 00031.50, 00032.77,98656.30,14.31,0.97
310736, -00288.57,-00871.09, 00406.25,-00037.00, 00009.55,-00007.40,-00048.90,-00027.45, 00030.45, 00032.63,98669.32,14.31,0.97
311054, -00229.49,-00899.41, 00329.10,-00042.81, 00003.28, 00000.79,-00050.40,-00028.95, 00025.95, 00032.63,98655.71,14.31,0.97
311368, -00290.53,-00870.12, 00188.48,-00038.04,-00006.78, 00007.73,-00049.20,-00030.15, 00019.20, 00032.63,98667.19,14.31,0.97
311682, -00321.29,-00948.24, 00146.00,-00000.22,-00008.59,-00012.65,-00049.80,-00029.55, 00014.10, 00032.29,98663.56,14.31,0.97
311996, -00337.89,-00950.20, 00155.76, 00017.22,-00004.32, 00004.02,-00048.45,-00031.35, 00016.20, 00032.58,98659.53,14.31,0.97
312314, -00298.83,-00910.64, 00279.30, 00075.92,-00009.88,-00011.32,-00049.20,-00030.60, 00023.25, 00032.73,98666.38,14.31,0.97
312628, -00223.63,-00468.26, 00686.04, 00025.66,-00021.37, 00003.31,-00049.20,-00015.00, 00041.85, 00032.63,98670.82,14.31,0.97
312942, -00326.17,-00410.16, 00900.39, 00024.73,-00010.29, 00007.44,-00048.45,-00002.25, 00046.65, 00032.53,98668.20,14.31,0.97
313256, -00279.30,-00050.29, 00949.22, 00175.61, 00008.45, 00011.37,-00048.90, 00012.75, 00048.60, 00032.73,98652.49,14.31,0.97
313574, -00278.32, 00161.13, 00895.02,-00014.65, 00009.27,-00010.29,-00050.40, 00023.10, 00047.10, 00032.63,98668.21,14.31,0.97
313888, -00234.86, 00016.11, 00951.66,-00009.27,-00002.11,-00004.30,-00051.00, 00019.65, 00049.20, 00032.29,98643.17,14.31,0.97
314202, -00327.15, 00004.88, 01028.32,-00002.80,-00022.85, 00001.60,-00050.70, 00018.30, 00049.35, 00032.53,98625.25,14.31,0.97
314516, -00205.08, 00021.48, 00954.59,-00015.89,-00009.53, 00013.60,-00052.50, 00018.45, 00047.25, 00032.39,98644.32,14.31,0.97
314834, -00175.29,-00101.07, 00957.52,-00035.98, 00000.13,-00007.66,-00051.30, 00014.85, 00046.50, 00032.39,98664.27,14.31,0.97
315148, -00154.79,-00098.63, 01040.04,-00033.62, 00027.71, 00005.87,-00051.90, 00011.85, 00047.85, 00032.58,98670.82,14.31,0.97
315462, -00290.04,-00121.09, 01076.66,-00008.68, 00019.41,-00008.79,-00051.45, 00008.25, 00049.05, 00032.29,98661.16,14.31,0.97
315776, -00251.46,-00139.65, 00979.98,-00004.24, 00006.37, 00012.11,-00052.20, 00009.90, 00048.30, 00032.58,98669.50,14.31,0.97
316094, -00158.69,-00189.45, 00921.87,-00012.85, 00012.21,-00005.53,-00054.30, 00007.35, 00045.00, 00032.39,98661.65,14.31,0.97
316408, -00149.41,-00266.11, 00990.23,-00002.91,-00003.29,-00017.90,-00053.25, 00004.95, 00047.25, 00032.73,98666.33,14.31,0.97
316722, -00235.84,-00217.77, 00957.52,-00006.32,-00005.37,-00000.72,-00052.20, 00004.65, 00047.85, 00032.63,98648.31,14.31,0.97
317036, -00229.00,-00274.90, 00906.25,-00014.74,-00020.77, 00016.56,-00053.25, 00004.05, 00047.25, 00032.44,98641.41,14.31,0.97
317353, -00186.52,-00351.07, 00971.68, 00002.40, 00013.94, 00001.04,-00056.25, 00002.10, 00044.25, 00032.58,98655.41,14.31,0.97
317667, -00295.41,-00252.93, 00984.86, 00023.92, 00010.59,-00004.79,-00051.30, 00004.05, 00046.50, 00032.25,98661.41,14.31,0.97
317981, -00187.99,-00261.72, 00934.08,-00017.57,-00019.02, 00016.37,-00048.90, 00006.75, 00047.85, 00032.44,99197.60,14.39,0.98
318295, -00304.20,-00220.70, 01001.95, 00001.66, 00013.08,-00007.69,-00049.05, 00004.05, 00046.20, 00032.44,99472.81,14.43,0.98
318613, -00308.11,-00180.18, 00987.79, 00031.73, 00020.55,-00026.85,-00047.25, 00009.45, 00045.60, 00032.63,99713.95,14.46,0.98
318927, -00232.42,-00107.91, 00958.50, 00012.35, 00012.13,-00029.77,-00048.45, 00016.20, 00044.40, 00032.25,99687.85,14.46,0.98
319241, -00097.17,-00164.06, 00965.33, 00020.77, 00004.25,-00005.55,-00050.55, 00020.40, 00042.75, 00032.10,99764.91,14.47,0.99
319555, -00040.53,-00325.20, 01052.73, 00023.18,-00020.63,-00006.51,-00048.30, 00024.00, 00043.95, 00032.39,102452.38,14.88,1.01
319873, -00151.86,-00089.36, 01047.36, 00023.76, 00013.53,-00013.56,-00048.45, 00028.65, 00041.10, 00032.44,105480.30,15.33,1.04
320187, -00125.49,-00041.02, 00965.82,-00014.07,-00020.86, 00001.19,-00049.80, 00027.60, 00041.25, 00032.58,105318.78,15.26,1.04
320501, -00073.73,-00081.05, 00985.84, 00016.42,-00012.07,-00005.99,-00051.30, 00026.40, 00043.20, 00032.29,103415.22,14.99,1.02
320815, -00090.82, 00162.11, 00999.02,-00034.09,-00008.67,-00028.37,-00048.45, 00028.95, 00041.40, 00032.39,100820.89,14.63,1.00
321133,  00028.32,-00041.02, 01005.37,-00047.15, 00042.15, 00011.47,-00047.25, 00026.25, 00043.35, 00032.25,102347.55,14.85,1.01
321447, -00547.36,-00128.91, 00963.87,-00013.40, 00067.82, 00040.36,-00040.05, 00018.60, 00048.30, 00032.25,102957.68,14.93,1.02
321761, -00558.59,-00157.71, 00785.16,-00000.85, 00013.11,-00003.13,-00035.25, 00016.50, 00049.50, 00032.58,104437.57,15.15,1.03
322079, -00386.23,-00136.72, 00938.96, 00016.34, 00008.27,-00010.98,-00033.60, 00019.80, 00050.10, 00032.44,103307.59,14.96,1.02
322393, -00482.91,-00226.07, 00849.61,-00010.53,-00003.71, 00001.21,-00034.65, 00017.40, 00049.80, 00032.39,98655.34,14.31,0.97
322707, -00375.00,-00152.34, 00928.22, 00017.40, 00002.72, 00003.73,-00037.20, 00016.80, 00050.70, 00032.73,98663.34,14.31,0.97
323021, -00391.11,-00213.87, 00871.09, 00000.24, 00006.06,-00004.33,-00036.00, 00015.60, 00051.45, 00032.58,98650.85,14.31,0.97
323339, -00454.10,-00281.25, 00941.41, 00014.78, 00001.63,-00024.08,-00033.30, 00017.70, 00052.20, 00032.25,98647.20,14.31,0.97
323653, -00348.14,-00265.62, 00837.89, 00016.80, 00001.14,-00071.06,-00030.75, 00021.60, 00051.75, 00032.39,98644.38,14.31,0.97
323967, -00476.07,-00117.19, 00913.09, 00041.83, 00009.36,-00083.52,-00019.20, 00027.60, 00046.20, 00032.44,98694.95,14.32,0.97
324281, -00330.57,-00140.62, 01054.20, 00021.21, 00026.50,-00043.15,-00014.10, 00028.65, 00044.85, 00032.39,98911.73,14.35,0.98
324600, -00258.30, 00113.28, 00942.87,-00003.49,-00000.73,-00009.71,-00011.25, 00025.95, 00042.75, 00032.39,98686.50,14.31,0.97
324914, -00404.79,-00089.84, 01026.86,-00021.27,-00058.66,-00018.89,-00006.45, 00027.00, 00042.60, 00032.53,102543.43,14.90,1.02
325228, -00294.43,-00200.20, 00816.41, 00008.79,-00004.54,-00020.56,-00008.85, 00023.70, 00044.70, 00032.58,103990.66,15.08,1.03
325542, -00373.05,-00269.53, 00888.67,-00016.15,-00009.34,-00013.19,-00006.00, 00023.40, 00044.10, 00032.73,98603.02,14.31,0.97
325856, -00391.11,-00347.17, 00827.15,-00042.15,-00019.07,-00001.37,-00004.95, 00018.60, 00044.10, 00032.44,98673.38,14.31,0.97
326170, -00312.99,-00778.81, 00362.79,-00132.47,-00061.85, 00033.81,-00010.20,-00009.90, 00041.10, 00032.53,102317.75,14.84,1.01
326484, -00416.50,-00923.34, 00206.05,-00018.80, 00016.64,-00002.34,-00008.40,-00020.25, 00030.90, 00032.25,102711.32,14.90,1.01
326798, -00332.03,-00953.12, 00236.33, 00008.54,-00009.45, 00006.08,-00006.45,-00019.80, 00032.70, 00032.53,102435.60,14.86,1.01
327116, -00343.26,-00970.21, 00306.15, 00021.57,-00029.59,-00009.38,-00007.05,-00018.00, 00034.05, 00032.44,101406.13,14.69,1.00
327430, -00350.10,-00855.47, 00458.98, 00006.85,-00000.76, 00000.67,-00006.00,-00015.90, 00036.90, 00032.58,98672.09,14.31,0.97
327744, -00185.55,-00878.91, 00553.71, 00105.31, 00069.87,-00016.98,-00010.80,-00012.15, 00040.05, 00032.25,98654.66,14.31,0.97
328058, -00345.21,-00374.02, 00974.12, 00072.63, 00010.12, 00015.44,-00007.20, 00011.10, 00047.40, 00032.63,98641.22,14.31,0.97
328376, -00322.27,-00294.92, 00928.71, 00042.21, 00001.96,-00002.04,-00006.00, 00021.45, 00047.10, 00032.58,98672.28,14.31,0.97
328690, -00369.14,-00246.09, 00909.67, 00010.29,-00001.07,-00003.70,-00006.00, 00023.85, 00046.35, 00032.39,98642.23,14.31,0.97
329004, -00411.62,-00185.06, 00924.32,-00002.59, 00008.18, 00004.22,-00005.25, 00022.65, 00045.60, 00032.44,98665.48,14.31,0.97
329318, -00335.45,-00170.90, 01008.30,-00029.44,-00007.92, 00002.47,-00005.70, 00021.45, 00047.10, 00032.25,98668.59,14.31,0.97
329636, -00345.70,-00221.68, 00923.34,-00008.53,-00017.44,-00001.19,-00006.75, 00021.00, 00047.40, 00032.39,98667.67,14.31,0.97
