time(s),pressure (kPa)
412.408,99.15724
412.722,99.14043
413.036,99.13503
413.35,99.17448
413.668,99.15868
413.982,99.15499
414.296,99.15600999999992
414.61,99.16359
414.928,99.1832
415.242,99.16988
415.556,99.15138
415.87,99.1446
416.188,99.17377999999992
416.502,99.15084
416.8159999999999,99.15416
417.13,99.1607499999999
417.448,99.1579799999999
417.762,99.15588
418.076,99.15496
418.39,99.14888999999992
418.708,98.75774
419.022,102.12763
419.336,103.47843
419.6499999999999,104.51564999999992
419.968,99.79250999999992
420.282,99.31863
420.596,99.20522
420.91,99.1744099999999
421.228,99.16638
421.542,99.1905
421.856,99.2261
422.17,99.26473
422.488,99.26627
422.802,99.24405
423.116,99.22606
423.4299999999999,99.23791
423.748,99.23281
424.062,99.2147499999999
424.376,99.21444
424.69,99.2174899999999
425.008,99.22708
425.322,99.22103
425.636,99.21133
425.95,99.22745
426.268,99.21353
426.582,99.20388
426.896,99.20273
427.21,99.19075
427.528,99.19497
427.842,99.19516
428.156,99.18774
428.47,99.19007
428.788,99.19213
429.102,99.19302
429.416,99.1795
429.73,99.18118
430.048,99.19941
430.362,99.20759
430.676,99.19815
430.99,99.19341
431.30799999999994,99.18236
431.622,99.15948
431.936,99.18164
432.25,99.1834499999999
432.568,99.17795
432.882,99.18254
433.196,99.17959
433.51,99.1811
433.828,99.17914
434.142,99.17653
434.456,99.18135
434.77,99.18305
435.088,99.18688
435.402,99.18834
435.716,99.19095
436.03,99.19027
436.348,99.17870999999992
436.662,99.17968999999992
436.976,99.1659999999999
437.29,99.15739
437.608,99.1788399999999
437.922,99.16213
438.236,99.17458
438.55,99.1777299999999
438.868,99.17122
439.182,99.18235
439.496,99.17731
439.81,99.17023
440.12799999999993,99.17366
440.442,99.1712
440.756,99.16806
441.07,99.1867199999999
441.388,99.17605
441.702,99.16815
442.016,99.16428999999992
442.33,99.16932
442.648,99.18023
442.96199999999993,99.17076
443.276,99.15984
443.59,99.16245
443.908,99.1687
444.222,99.16271
444.536,99.16498
444.85,99.17455
445.168,99.17923
445.482,99.16016
445.79599999999994,99.1688199999999
446.11,99.17422
446.428,99.16482
446.742,99.16106999999992
447.056,99.15955
447.37,99.1652
447.688,99.15594
448.002,99.16843
448.316,99.1572199999999
448.63,99.17117
448.9479999999999,99.16042
449.262,99.16245
449.576,99.17319999999992
449.894,99.17448
450.208,99.17566
450.522,99.1657
450.836,99.16477
451.154,99.16498
451.468,99.17094
451.7819999999999,99.17368
452.096,99.16229
452.414,99.16679
452.728,99.24273
453.042,99.15709
453.356,99.17050999999992
453.6739999999999,99.16636
453.988,99.16288
454.302,99.17774
454.61599999999993,99.169
454.934,99.1633099999999
455.248,99.17245
455.562,99.16159
455.876,99.1588
456.19,99.17566
456.504,99.16943
456.818,99.16512
457.132,99.15541
457.44999999999993,99.19206
457.764,99.18640999999992
458.078,100.36614
458.392,101.19069
458.71,101.46588
459.024,101.6204699999999
459.338,99.72281
459.652,99.52838
459.97,99.5178499999999
460.28399999999993,99.6735099999999
460.598,99.60962
460.912,99.56709
461.23,99.4924
461.544,99.49288
461.858,99.24384
462.172,99.2934
462.49,99.52577
462.804,99.44387
463.118,99.35612999999992
463.432,100.07218
463.75,100.61327
464.064,101.7787699999999
464.378,104.16898999999992
464.692,104.1491599999999
465.01,102.85034
465.324,101.76836
465.638,103.63382
465.952,104.83629
466.2699999999999,104.8501
466.584,105.07538
466.898,104.30364
467.212,100.4127299999999
467.5299999999999,99.45455
467.844,101.5468
468.158,102.13201
468.472,103.51186
468.79,103.10111
469.1039999999999,105.00327
469.418,103.49508
469.732,102.40316
470.05,104.18134
470.3639999999999,104.67089
470.678,104.7856299999999
470.992,103.41766
471.31,105.62021
471.624,105.16387
471.93799999999993,104.6685099999999
472.252,105.04513
472.57,103.15898
472.884,99.39919
473.1979999999999,99.14649
473.512,99.10724
473.83,103.68971
474.144,105.08938
474.458,105.90229
474.77199999999993,105.56013
475.0899999999999,104.51567
475.404,102.35205
475.718,101.95794
476.0319999999999,101.29877
476.35,101.56514
476.664,101.49263
476.978,101.1375
477.296,100.18736
477.61,99.79859
477.9239999999999,99.06525999999992
478.238,99.16818
478.556,99.16405
478.87,99.15413
479.184,99.14199
479.498,99.13113
479.8159999999999,99.14206
480.13,99.14381
480.444,99.14865
480.7579999999999,99.14413
481.076,99.14035
481.39,99.15008
481.704,99.14512
482.0179999999999,99.14489
482.332,99.1556
482.646,99.1297
482.96,99.1379199999999
483.274,99.14756
483.5919999999999,99.14327
483.906,99.13249
484.22,99.11788
484.53399999999993,99.12998
484.8519999999999,99.13802
485.166,99.13418
485.48,99.13778999999992
485.794,99.13629
486.112,99.1400799999999
486.42599999999993,99.13873
486.74,99.1312999999999
487.054,99.2999599999999
487.372,99.09013
487.6859999999999,99.1448
488.0,99.13767
488.314,99.13348
488.632,99.1307199999999
488.946,99.11888
489.26,99.16588
489.574,99.18854
489.899,99.14709
490.213,99.14793
490.527,99.13382
