Time, Pa
"Friday,-August-30-2024-18:54:55",99450
"Friday,-August-30-2024-18:54:56",99438
"Friday,-August-30-2024-18:54:56",99442
"Friday,-August-30-2024-18:54:57",99443
"Friday,-August-30-2024-18:54:57",99453
"Friday,-August-30-2024-18:54:58",99409
"Friday,-August-30-2024-18:54:59",99427
"Friday,-August-30-2024-18:54:59",99436
"Friday,-August-30-2024-18:55:00",99452
"Friday,-August-30-2024-18:55:00",99446
"Friday,-August-30-2024-18:55:01",99438
"Friday,-August-30-2024-18:55:02",99437
"Friday,-August-30-2024-18:55:02",99437
"Friday,-August-30-2024-18:55:03",99437
"Friday,-August-30-2024-18:55:04",99432
"Friday,-August-30-2024-18:55:04",99445
"Friday,-August-30-2024-18:55:05",99435
"Friday,-August-30-2024-18:55:05",99434
"Friday,-August-30-2024-18:55:06",99443
"Friday,-August-30-2024-18:55:06",99442
"Friday,-August-30-2024-18:55:07",99452
"Friday,-August-30-2024-18:55:08",99455
"Friday,-August-30-2024-18:55:08",113096
"Friday,-August-30-2024-18:55:09",107681
"Friday,-August-30-2024-18:55:09",99440
"Friday,-August-30-2024-18:55:10",99431
"Friday,-August-30-2024-18:55:11",99442
"Friday,-August-30-2024-18:55:11",99445
"Friday,-August-30-2024-18:55:12",99447
"Friday,-August-30-2024-18:55:13",99438
"Friday,-August-30-2024-18:55:13",99450
"Friday,-August-30-2024-18:55:14",99449
"Friday,-August-30-2024-18:55:15",99454
"Friday,-August-30-2024-18:55:16",99450
"Friday,-August-30-2024-18:55:17",99450
"Friday,-August-30-2024-18:55:17",99439
"Friday,-August-30-2024-18:55:18",99442
"Friday,-August-30-2024-18:55:19",99434
"Friday,-August-30-2024-18:55:19",99434
"Friday,-August-30-2024-18:55:20",99432
"Friday,-August-30-2024-18:55:20",99440
"Friday,-August-30-2024-18:55:21",99437
"Friday,-August-30-2024-18:55:22",99438
"Friday,-August-30-2024-18:55:22",99429
"Friday,-August-30-2024-18:55:23",99440
"Friday,-August-30-2024-18:55:23",99430
"Friday,-August-30-2024-18:55:24",99438
"Friday,-August-30-2024-18:55:25",99437
"Friday,-August-30-2024-18:55:25",99435
"Friday,-August-30-2024-18:55:26",99443
"Friday,-August-30-2024-18:55:27",99440
"Friday,-August-30-2024-18:55:27",99437
"Friday,-August-30-2024-18:55:28",99441
"Friday,-August-30-2024-18:55:28",99435
"Friday,-August-30-2024-18:55:29",99435
"Friday,-August-30-2024-18:55:30",99435
"Friday,-August-30-2024-18:55:30",99434
"Friday,-August-30-2024-18:55:31",99443
"Friday,-August-30-2024-18:55:31",99443
"Friday,-August-30-2024-18:55:32",99439
"Friday,-August-30-2024-18:55:33",99448
"Friday,-August-30-2024-18:55:33",99443
"Friday,-August-30-2024-18:55:34",99438
"Friday,-August-30-2024-18:55:34",99437
"Friday,-August-30-2024-18:55:35",99446
"Friday,-August-30-2024-18:55:36",99442
"Friday,-August-30-2024-18:55:36",99436
"Friday,-August-30-2024-18:55:37",99440
"Friday,-August-30-2024-18:55:38",99435
"Friday,-August-30-2024-18:55:38",99441
"Friday,-August-30-2024-18:55:39",99436
"Friday,-August-30-2024-18:55:39",99443
"Friday,-August-30-2024-18:55:40",99439
"Friday,-August-30-2024-18:55:41",99441
"Friday,-August-30-2024-18:55:41",99442
"Friday,-August-30-2024-18:55:42",99444
"Friday,-August-30-2024-18:55:42",99439
"Friday,-August-30-2024-18:55:43",99448
"Friday,-August-30-2024-18:55:44",99431
"Friday,-August-30-2024-18:55:44",99427
"Friday,-August-30-2024-18:55:45",99443
"Friday,-August-30-2024-18:55:46",99428
"Friday,-August-30-2024-18:55:46",99427
"Friday,-August-30-2024-18:55:47",99435
"Friday,-August-30-2024-18:55:47",99440
"Friday,-August-30-2024-18:55:48",99442
"Friday,-August-30-2024-18:55:49",99436
"Friday,-August-30-2024-18:55:49",99437
"Friday,-August-30-2024-18:55:50",99436
"Friday,-August-30-2024-18:55:50",99430
"Friday,-August-30-2024-18:55:51",99452
"Friday,-August-30-2024-18:55:52",99470
"Friday,-August-30-2024-18:55:52",100646
"Friday,-August-30-2024-18:55:53",100321
"Friday,-August-30-2024-18:55:54",100774
"Friday,-August-30-2024-18:55:54",100652
"Friday,-August-30-2024-18:55:55",100440
"Friday,-August-30-2024-18:55:55",100009
"Friday,-August-30-2024-18:55:56",99467
"Friday,-August-30-2024-18:55:57",99437
"Friday,-August-30-2024-18:55:57",99429
"Friday,-August-30-2024-18:55:58",101494
"Friday,-August-30-2024-18:55:59",99463
"Friday,-August-30-2024-18:56:00",100697
"Friday,-August-30-2024-18:56:01",103017
"Friday,-August-30-2024-18:56:02",99450
"Friday,-August-30-2024-18:56:02",99460
"Friday,-August-30-2024-18:56:03",99434
"Friday,-August-30-2024-18:56:04",99439
"Friday,-August-30-2024-18:56:05",99348
"Friday,-August-30-2024-18:56:06",99441
"Friday,-August-30-2024-18:56:07",109635
"Friday,-August-30-2024-18:56:08",99395
"Friday,-August-30-2024-18:56:09",99444
"Friday,-August-30-2024-18:56:10",99346
"Friday,-August-30-2024-18:56:11",101277
"Friday,-August-30-2024-18:56:11",100763
"Friday,-August-30-2024-18:56:12",99446
"Friday,-August-30-2024-18:56:13",99350
"Friday,-August-30-2024-18:56:14",110984
"Friday,-August-30-2024-18:56:15",99437
"Friday,-August-30-2024-18:56:16",99446
"Friday,-August-30-2024-18:56:16",99478
"Friday,-August-30-2024-18:56:17",99433
"Friday,-August-30-2024-18:56:18",99441
"Friday,-August-30-2024-18:56:18",99425
"Friday,-August-30-2024-18:56:19",99429
"Friday,-August-30-2024-18:56:20",99445
"Friday,-August-30-2024-18:56:20",99424
"Friday,-August-30-2024-18:56:21",99436
"Friday,-August-30-2024-18:56:21",99432
"Friday,-August-30-2024-18:56:22",99434
"Friday,-August-30-2024-18:56:23",99431
"Friday,-August-30-2024-18:56:23",99431
"Friday,-August-30-2024-18:56:24",99430
"Friday,-August-30-2024-18:56:24",99428
"Friday,-August-30-2024-18:56:25",99416
"Friday,-August-30-2024-18:56:26",99451
"Friday,-August-30-2024-18:56:26",99455
"Friday,-August-30-2024-18:56:27",99450
"Friday,-August-30-2024-18:56:28",99431
"Friday,-August-30-2024-18:56:28",99430
"Friday,-August-30-2024-18:56:29",99436
"Friday,-August-30-2024-18:56:29",99434
"Friday,-August-30-2024-18:56:30",99440
"Friday,-August-30-2024-18:56:31",99430
"Friday,-August-30-2024-18:56:31",99440
"Friday,-August-30-2024-18:56:32",99431
"Friday,-August-30-2024-18:56:32",99438
"Friday,-August-30-2024-18:56:33",99441
"Friday,-August-30-2024-18:56:34",99429
"Friday,-August-30-2024-18:56:34",99433
"Friday,-August-30-2024-18:56:35",99422
"Friday,-August-30-2024-18:56:36",99407
"Friday,-August-30-2024-18:56:36",99442
"Friday,-August-30-2024-18:56:37",99436
"Friday,-August-30-2024-18:56:37",99430
"Friday,-August-30-2024-18:56:38",99428
"Friday,-August-30-2024-18:56:39",99446
"Friday,-August-30-2024-18:56:39",99442
"Friday,-August-30-2024-18:56:40",99438
"Friday,-August-30-2024-18:56:40",99429
"Friday,-August-30-2024-18:56:41",99432
"Friday,-August-30-2024-18:56:42",99424
"Friday,-August-30-2024-18:56:42",99386
"Friday,-August-30-2024-18:56:43",99427
"Friday,-August-30-2024-18:56:43",99426
"Friday,-August-30-2024-18:56:44",99433
"Friday,-August-30-2024-18:56:45",99442
"Friday,-August-30-2024-18:56:45",99494
"Friday,-August-30-2024-18:56:46",99462
"Friday,-August-30-2024-18:56:47",99461
"Friday,-August-30-2024-18:56:47",99438
"Friday,-August-30-2024-18:56:48",99446
"Friday,-August-30-2024-18:56:49",99428
"Friday,-August-30-2024-18:56:49",99257
"Friday,-August-30-2024-18:56:50",99441
"Friday,-August-30-2024-18:56:50",99445
"Friday,-August-30-2024-18:56:51",99437
"Friday,-August-30-2024-18:56:52",99435
"Friday,-August-30-2024-18:56:52",99428
"Friday,-August-30-2024-18:56:53",99439
"Friday,-August-30-2024-18:56:54",99438
"Friday,-August-30-2024-18:56:54",99440
