Time,Pa,P1,first_derivative,second_derivative
0,98664.95,0.01,,
314,98661.17,0.01,-3.779999999998836,
628,98632.08,0.0,-29.089999999996508,-25.30999999999767
942,98635.74,0.0,3.6600000000034925,32.75
1260,98661.23,0.01,25.489999999990687,21.829999999987194
1574,98674.48,0.01,13.25,-12.239999999990687
1888,98671.2,0.01,-3.279999999998836,-16.529999999998836
2202,98679.75,0.01,8.55000000000291,11.830000000001746
2520,98668.13,0.01,-11.619999999995343,-20.169999999998254
2834,98654.93,0.01,-13.200000000011642,-1.5800000000162981
3148,98648.7,0.01,-6.2299999999959255,6.970000000015716
3462,98648.2,0.01,-0.5,5.7299999999959255
3780,98663.84,0.01,15.639999999999418,16.139999999999418
4094,98654.09,0.01,-9.75,-25.389999999999418
4408,98658.55,0.01,4.460000000006403,14.210000000006403
4722,98671.74,0.01,13.190000000002328,8.729999999995925
5040,98665.42,0.01,-6.320000000006985,-19.510000000009313
5354,98671.1,0.01,5.680000000007567,12.000000000014552
5668,98652.31,0.01,-18.79000000000815,-24.470000000015716
5982,98652.65,0.01,0.33999999999650754,19.130000000004657
6300,98670.13,0.01,17.480000000010477,17.14000000001397
6614,98673.24,0.01,3.110000000000582,-14.370000000009895
6928,98662.34,0.01,-10.900000000008731,-14.010000000009313
7242,98667.16,0.01,4.820000000006985,15.720000000015716
7561,98670.29,0.01,3.1299999999901047,-1.6900000000168802
7875,98667.85,0.01,-2.4399999999877764,-5.569999999977881
8189,98646.09,0.01,-21.760000000009313,-19.320000000021537
8503,98607.06,0.0,-39.029999999998836,-17.269999999989523
8821,98786.26,0.03,179.1999999999971,218.22999999999593
9135,98713.45,0.02,-72.80999999999767,-252.00999999999476
9449,98700.44,0.01,-13.009999999994761,59.80000000000291
9763,98667.38,0.01,-33.05999999999767,-20.05000000000291
10081,98674.09,0.01,6.709999999991851,39.76999999998952
10395,98659.87,0.01,-14.220000000001164,-20.929999999993015
10709,98655.51,0.01,-4.360000000000582,9.860000000000582
11023,98667.79,0.01,12.279999999998836,16.639999999999418
11341,98674.41,0.01,6.620000000009895,-5.6599999999889405
11655,98676.53,0.01,2.1199999999953434,-4.500000000014552
11969,98675.34,0.01,-1.1900000000023283,-3.3099999999976717
12283,98671.66,0.01,-3.679999999993015,-2.4899999999906868
