Time, Pa
"Friday,-August-30-2024-17:29:09",99530
"Friday,-August-30-2024-17:29:10",99517
"Friday,-August-30-2024-17:29:17",99523
"Friday,-August-30-2024-17:29:17",99518
"Friday,-August-30-2024-17:29:18",99519
"Friday,-August-30-2024-17:29:19",99517
"Friday,-August-30-2024-17:29:19",99529
"Friday,-August-30-2024-17:29:20",99517
"Friday,-August-30-2024-17:29:20",99517
"Friday,-August-30-2024-17:29:21",107684
"Friday,-August-30-2024-17:29:22",102757
"Friday,-August-30-2024-17:29:22",99518
"Friday,-August-30-2024-17:29:23",99524
"Friday,-August-30-2024-17:29:23",99530
"Friday,-August-30-2024-17:29:24",99513
"Friday,-August-30-2024-17:29:24",99551
"Friday,-August-30-2024-17:29:25",99526
"Friday,-August-30-2024-17:29:26",99510
"Friday,-August-30-2024-17:29:26",99530
"Friday,-August-30-2024-17:29:27",99528
"Friday,-August-30-2024-17:29:28",99527
"Friday,-August-30-2024-17:29:28",99521
"Friday,-August-30-2024-17:29:29",99518
"Friday,-August-30-2024-17:29:29",99524
"Friday,-August-30-2024-17:29:30",99530
"Friday,-August-30-2024-17:29:31",99519
"Friday,-August-30-2024-17:29:31",99517
"Friday,-August-30-2024-17:29:32",99522
"Friday,-August-30-2024-17:29:33",99526
"Friday,-August-30-2024-17:29:33",99524
"Friday,-August-30-2024-17:29:34",99531
"Friday,-August-30-2024-17:29:35",99514
"Friday,-August-30-2024-17:29:35",99522
"Friday,-August-30-2024-17:29:36",99523
"Friday,-August-30-2024-17:29:37",99531
"Friday,-August-30-2024-17:29:37",99517
"Friday,-August-30-2024-17:29:38",99518
"Friday,-August-30-2024-17:29:38",99520
"Friday,-August-30-2024-17:29:39",99529
"Friday,-August-30-2024-17:29:40",99530
"Friday,-August-30-2024-17:29:40",99522
"Friday,-August-30-2024-17:29:41",99522
"Friday,-August-30-2024-17:29:41",99528
"Friday,-August-30-2024-17:29:42",99529
"Friday,-August-30-2024-17:29:43",99522
"Friday,-August-30-2024-17:29:43",99524
"Friday,-August-30-2024-17:29:44",99508
"Friday,-August-30-2024-17:29:44",99519
"Friday,-August-30-2024-17:29:45",99526
"Friday,-August-30-2024-17:29:46",99527
"Friday,-August-30-2024-17:29:46",99506
"Friday,-August-30-2024-17:29:47",99530
"Friday,-August-30-2024-17:29:47",99527
"Friday,-August-30-2024-17:29:48",99522
"Friday,-August-30-2024-17:29:48",99531
"Friday,-August-30-2024-17:29:49",99513
"Friday,-August-30-2024-17:29:49",99512
"Friday,-August-30-2024-17:29:50",99524
"Friday,-August-30-2024-17:29:51",99524
"Friday,-August-30-2024-17:29:51",99513
"Friday,-August-30-2024-17:29:52",99515
"Friday,-August-30-2024-17:29:53",99522
"Friday,-August-30-2024-17:29:53",99509
"Friday,-August-30-2024-17:29:54",99709
"Friday,-August-30-2024-17:29:54",100884
"Friday,-August-30-2024-17:29:55",101606
"Friday,-August-30-2024-17:29:56",101363
"Friday,-August-30-2024-17:29:56",101609
"Friday,-August-30-2024-17:29:57",100932
"Friday,-August-30-2024-17:29:57",101219
"Friday,-August-30-2024-17:29:58",103394
"Friday,-August-30-2024-17:29:59",99523
