Time,Pa
0,98664.95
314,98661.17
628,98632.08
942,98635.74
1260,98661.23
1574,98674.48
1888,98671.2
2202,98679.75
2520,98668.13
2834,98654.93
3148,98648.7
3462,98648.2
3780,98663.84
4094,98654.09
4408,98658.55
4722,98671.74
5040,98665.42
5354,98671.1
5668,98652.31
5982,98652.65
6300,98670.13
6614,98673.24
6928,98662.34
7242,98667.16
7561,98670.29
7875,98667.85
8189,98646.09
8503,98607.06
8821,98786.26
9135,98713.45
9449,98700.44
9763,98667.38
10081,98674.09
10395,98659.87
10709,98655.51
11023,98667.79
11341,98674.41
11655,98676.53
11969,98675.34
12283,98671.66
12601,98661.01
12915,98665.84
13229,98646.05
13543,98641.05
13861,98666.41
14175,98662.9
14489,98659.7
14803,98669.5
15121,98675.78
15435,98659.41
15749,98673.02
16063,98662.86
16381,98675.62
16695,98664.82
17009,98615.75
17323,98622.77
17641,98648.31
17955,98667.92
18269,98663.19
18583,98657.38
18901,98659.16
19215,98658.48
19529,98662.81
19843,98668.34
20161,98673.88
20475,98663.81
20789,98674.71
21103,98670.84
21421,98661.9
21735,98652.08
22049,98660.39
22363,98677.19
22681,98664.95
22995,98674.55
23309,98668.91
23619,98664.86
23953,98670.82
24267,98657.36
24581,98670.82
24895,98667.22
25213,98674.71
25527,98660.43
25841,98667.63
26155,98656.14
26473,98671.14
26787,98655.92
27101,98656.3
27415,98669.32
27733,98655.71
28047,98667.19
28361,98663.56
28675,98659.53
28993,98666.38
29307,98670.82
29621,98668.2
29935,98652.49
30253,98668.21
30567,98643.17
30881,98625.25
31195,98644.32
31513,98664.27
31827,98670.82
32141,98661.16
32455,98669.5
32773,98661.65
33087,98666.33
33401,98648.31
33715,98641.41
34032,98655.41
34346,98661.41
34660,99197.6
34974,99472.81
35292,99713.95
35606,99687.85
35920,99764.91
36234,102452.38
36552,105480.3
36866,105318.78
37180,103415.22
37494,100820.89
37812,102347.55
38126,102957.68
38440,104437.57
38758,103307.59
39072,98655.34
39386,98663.34
39700,98650.85
40018,98647.2
40332,98644.38
40646,98694.95
40960,98911.73
41279,98686.5
41593,102543.43
41907,103990.66
42221,98603.02
42535,98673.38
