Time,Pa,P1,first_derivative,second_derivative
0,98965.08,0.09,,
314,98652.88,0.01,-312.1999999999971,
628,98655.82,0.01,2.9400000000023283,315.1399999999994
957,98646.58,0.0,-9.240000000005239,-12.180000000007567
1271,98631.23,0.0,-15.35000000000582,-6.110000000000582
1585,98639.3,0.0,8.070000000006985,23.420000000012806
1899,98633.1,0.0,-6.19999999999709,-14.270000000004075
2217,98649.48,0.01,16.379999999990105,22.579999999987194
2531,98651.85,0.01,2.3700000000098953,-14.00999999998021
2845,98646.83,0.0,-5.0200000000040745,-7.39000000001397
3159,98650.72,0.01,3.889999999999418,8.910000000003492
3477,98642.67,0.0,-8.05000000000291,-11.940000000002328
3791,98645.6,0.0,2.930000000007567,10.980000000010477
4105,98633.41,0.0,-12.190000000002328,-15.120000000009895
4419,98648.84,0.01,15.429999999993015,27.619999999995343
4737,98637.27,0.0,-11.569999999992433,-26.999999999985448
5051,98648.43,0.0,11.15999999998894,22.729999999981374
5365,98647.2,0.0,-1.2299999999959255,-12.389999999984866
5679,98644.57,0.0,-2.6299999999901047,-1.3999999999941792
6009,98643.34,0.0,-1.2300000000104774,1.3999999999796273
6323,98653.43,0.01,10.089999999996508,11.320000000006985
6637,98640.27,0.0,-13.15999999998894,-23.249999999985448
6951,98648.43,0.0,8.15999999998894,21.31999999997788
7269,98646.19,0.0,-2.2399999999906868,-10.399999999979627
7583,98647.73,0.0,1.5399999999935972,3.779999999984284
7897,98645.37,0.0,-2.360000000000582,-3.8999999999941792
8211,98656.91,0.01,11.540000000008149,13.900000000008731
8529,98648.29,0.0,-8.620000000009895,-20.160000000018044
8843,98646.79,0.0,-1.5,7.120000000009895
9157,98651.12,0.01,4.330000000001746,5.830000000001746
9471,98647.37,0.0,-3.75,-8.080000000001746
9789,98651.72,0.01,4.350000000005821,8.10000000000582
10103,98649.52,0.01,-2.1999999999970896,-6.55000000000291
10417,98648.07,0.0,-1.4499999999970896,0.75
10731,98646.05,0.0,-2.0200000000040745,-0.5700000000069849
11049,98645.9,0.0,-0.15000000000873115,1.8699999999953434
11363,98636.05,0.0,-9.849999999991269,-9.699999999982538
11677,98644.48,0.0,8.429999999993015,18.279999999984284
11991,98646.01,0.0,1.5299999999988358,-6.899999999994179
12309,98646.7,0.0,0.6900000000023283,-0.8399999999965075
12623,98650.9,0.01,4.19999999999709,3.5099999999947613
12937,98646.2,0.0,-4.69999999999709,-8.89999999999418
13251,98647.83,0.0,1.6300000000046566,6.330000000001746
13569,98653.41,0.01,5.580000000001746,3.9499999999970896
13883,98652.06,0.01,-1.3500000000058208,-6.930000000007567
14197,98646.09,0.0,-5.970000000001164,-4.619999999995343
14511,98651.77,0.01,5.680000000007567,11.650000000008731
14829,98653.27,0.01,1.5,-4.180000000007567
15143,98649.52,0.01,-3.75,-5.25
