Test2.txt File Created
IMU Output: Scaled
Acc (mg) X, Y, Z, Gyr (DPS) X, Y, Z, Mag (uT) X, Y, Z, Temp, Pa, PSI, atm
132897  00307.86, 00866.70,-00352.78,-00000.98, 00001.48,-00003.13, 00000.00, 00000.00, 00000.00, 00032.63,99497.80,14.43,0.98
133211  00291.50, 00868.41,-00359.86, 00001.03, 00000.79,-00004.76, 00000.00, 00000.00, 00000.00, 00032.53,99494.05,14.43,0.98
133525  00367.19, 00911.38,-00144.53,-00090.40, 00012.49,-00003.57, 00000.00, 00000.00, 00000.00, 00032.39,99515.25,14.43,0.98
133839  00354.98, 00951.66, 00195.56,-00053.95,-00000.89,-00010.62, 00000.00, 00000.00, 00000.00, 00032.58,99508.04,14.44,0.98
134157  00285.64, 00801.51, 00413.57,-00052.15, 00006.99,-00009.44, 00000.00, 00000.00, 00000.00, 00032.77,99496.10,14.43,0.98
134471  00303.22, 00763.43, 00571.29,-00019.60,-00010.11, 00003.50, 00000.00, 00000.00, 00000.00, 00032.58,99497.84,14.43,0.98
134785  00308.11, 00687.74, 00650.15,-00023.18,-00000.15, 00001.95, 00000.00, 00000.00, 00000.00, 00032.39,99508.86,14.43,0.98
135099  00229.98, 00599.61, 00763.92,-00019.85,-00000.12, 00004.90, 00000.00, 00000.00, 00000.00, 00032.53,99519.86,14.43,0.98
135426  00278.56, 00546.87, 00794.43,-00006.24,-00000.63,-00001.40, 00000.00, 00000.00, 00000.00, 00032.58,99506.81,14.43,0.98
135740  00289.06, 00528.56, 00795.90,-00007.63, 00002.75,-00000.50, 00000.00, 00000.00, 00000.00, 00032.58,99502.30,14.43,0.98
136054  00269.04, 00523.19, 00801.76, 00001.31,-00001.66,-00001.27, 00000.00, 00000.00, 00000.00, 00032.73,99498.05,14.43,0.98
136368  00281.25, 00503.66, 00798.34,-00004.27, 00000.02,-00000.21, 00000.00, 00000.00, 00000.00, 00032.58,99502.70,14.43,0.98
136686  00298.83, 00514.89, 00795.90, 00001.88,-00002.86, 00002.27, 00000.00, 00000.00, 00000.00, 00032.58,99519.19,14.43,0.98
137000  00305.66, 00542.24, 00768.55, 00007.52, 00000.52, 00000.28, 00000.00, 00000.00, 00000.00, 00032.58,99503.63,14.43,0.98
137315  00284.42, 00604.74, 00731.20, 00024.44,-00005.81,-00001.15, 00000.00, 00000.00, 00000.00, 00032.53,99506.30,14.43,0.98
137629  00313.96, 00604.00, 00714.11, 00004.10,-00002.96,-00000.65, 00000.00, 00000.00, 00000.00, 00032.58,99496.94,14.43,0.98
137947  00329.35, 00639.89, 00689.70, 00001.37, 00002.02,-00003.75, 00000.00, 00000.00, 00000.00, 00032.44,99487.60,14.43,0.98
138261  00289.31, 00656.74, 00686.28, 00001.76,-00003.18,-00000.31, 00000.00, 00000.00, 00000.00, 00032.29,99518.46,14.44,0.98
138575  00316.16, 00699.95, 00662.35, 00008.25,-00001.16,-00002.57, 00000.00, 00000.00, 00000.00, 00032.73,99516.47,14.43,0.98
138889  00313.72, 00773.44, 00487.55, 00072.08, 00004.70,-00010.60, 00000.00, 00000.00, 00000.00, 00032.73,99507.33,14.43,0.98
139207  00327.64, 00927.73, 00161.87, 00052.69, 00000.62, 00003.58, 00000.00, 00000.00, 00000.00, 00032.39,99486.96,14.43,0.98
139521  00329.83, 00969.97,-00037.60, 00029.27,-00000.73,-00009.36, 00000.00, 00000.00, 00000.00, 00032.73,99493.91,14.43,0.98
139835  00273.19, 00897.71,-00223.63, 00008.84,-00002.38, 00000.57, 00000.00, 00000.00, 00000.00, 00032.77,99515.28,14.43,0.98
140149  00276.12, 00920.65,-00225.59, 00002.74, 00002.32, 00002.26, 00000.00, 00000.00, 00000.00, 00032.53,99510.77,14.43,0.98
140467  00256.84, 00927.25,-00217.53,-00006.11,-00003.82, 00011.24, 00000.00, 00000.00, 00000.00, 00032.58,99514.71,14.43,0.98
140781  00278.32, 00924.56,-00221.68,-00002.44, 00000.25, 00002.51, 00000.00, 00000.00, 00000.00, 00032.58,99506.52,14.43,0.98
141095  00257.08, 00903.08,-00248.78, 00003.31,-00001.37,-00009.27, 00000.00, 00000.00, 00000.00, 00032.58,99491.51,14.43,0.98
141409  00292.24, 00927.98,-00220.46,-00002.44,-00001.56, 00002.50, 00000.00, 00000.00, 00000.00, 00032.44,99515.16,14.43,0.98
141727  00280.52, 00902.83,-00211.43,-00008.60, 00003.43, 00002.11, 00000.00, 00000.00, 00000.00, 00032.53,99504.94,14.43,0.98
142041  00262.70, 00921.87,-00205.57,-00001.09, 00002.75,-00004.37, 00000.00, 00000.00, 00000.00, 00032.29,99505.59,14.43,0.98
142355  00276.12, 00935.55,-00187.26,-00000.40,-00001.31,-00001.37, 00000.00, 00000.00, 00000.00, 00032.44,99501.17,14.43,0.98
142669  00283.69, 00918.21,-00195.31, 00002.39, 00002.15,-00000.82, 00000.00, 00000.00, 00000.00, 00032.82,99502.36,14.43,0.98
142987  00285.89, 00921.39,-00194.82, 00000.40, 00000.63,-00002.53, 00000.00, 00000.00, 00000.00, 00032.63,99512.99,14.43,0.98
143301  00293.46, 00912.60,-00166.02,-00030.37, 00003.11,-00004.63, 00000.00, 00000.00, 00000.00, 00032.53,99506.88,14.43,0.98
143615  00293.70, 00893.07, 00192.14,-00091.49, 00005.79,-00012.12, 00000.00, 00000.00, 00000.00, 00032.73,99504.84,14.43,0.98
143929  00306.15, 00783.45, 00519.78,-00060.46, 00008.15,-00003.11, 00000.00, 00000.00, 00000.00, 00032.73,99479.70,14.43,0.98
144247  00295.65, 00667.97, 00645.51,-00017.24,-00001.46,-00000.12, 00000.00, 00000.00, 00000.00, 00032.44,99496.72,14.43,0.98
144561  00303.47, 00680.91, 00670.41,-00000.78,-00002.92, 00000.65, 00000.00, 00000.00, 00000.00, 00032.58,99506.33,14.43,0.98
144875  00293.70, 00670.41, 00665.28,-00002.38, 00001.21,-00002.31, 00000.00, 00000.00, 00000.00, 00032.73,99518.20,14.43,0.98
145189  00304.93, 00660.16, 00656.74, 00001.60,-00001.18,-00001.40, 00000.00, 00000.00, 00000.00, 00032.63,99510.96,14.43,0.98
145514  00312.26, 00669.43, 00635.01,-00001.00, 00002.15,-00000.28, 00000.00, 00000.00, 00000.00, 00032.53,99485.26,14.43,0.98
145828  00292.24, 00704.10, 00636.72, 00010.76,-00002.48, 00000.80, 00000.00, 00000.00, 00000.00, 00032.73,99493.66,14.43,0.98
146142  00303.47, 00848.63, 00355.71, 00087.73,-00004.50,-00004.10, 00000.00, 00000.00, 00000.00, 00032.44,99505.63,14.43,0.98
146456  00310.30, 00981.93,-00135.74, 00061.69,-00007.37, 00000.18, 00000.00, 00000.00, 00000.00, 00032.58,99517.46,14.43,0.98
146774  00233.64, 00854.49,-00379.88, 00001.79,-00001.18,-00003.60, 00000.00, 00000.00, 00000.00, 00032.39,99495.84,14.43,0.98
147088  00270.75, 00906.25,-00355.47,-00001.95,-00002.31,-00003.56, 00000.00, 00000.00, 00000.00, 00032.73,99494.04,14.43,0.98
147402  00267.58, 00911.13,-00348.88,-00002.58,-00004.47, 00011.13, 00000.00, 00000.00, 00000.00, 00032.58,99504.05,14.43,0.98
147716  00282.23, 00919.92,-00356.69,-00003.08,-00003.44, 00010.74, 00000.00, 00000.00, 00000.00, 00032.44,99510.73,14.43,0.98
148034  00260.50, 00907.23,-00353.52,-00009.06, 00002.73, 00005.38, 00000.00, 00000.00, 00000.00, 00032.44,99499.73,14.43,0.98
148348  00275.15, 00883.06,-00350.34,-00002.12, 00004.08,-00000.41, 00000.00, 00000.00, 00000.00, 00032.58,99502.13,14.43,0.98
148662  00317.38, 00902.10,-00294.68,-00010.02, 00004.24, 00008.37, 00000.00, 00000.00, 00000.00, 00032.73,99485.89,14.43,0.98
148976  00274.41, 00910.89,-00122.31,-00066.86, 00010.93, 00001.50, 00000.00, 00000.00, 00000.00, 00032.73,99488.68,14.43,0.98
149294  00294.68, 00743.90, 00479.49,-00146.85,-00016.00, 00014.40, 00000.00, 00000.00, 00000.00, 00032.73,99492.77,14.43,0.98
149608  00235.11, 00617.19, 00751.46,-00011.09,-00010.16,-00001.69, 00000.00, 00000.00, 00000.00, 00032.53,99508.63,14.43,0.98
149922  00284.91, 00607.67, 00774.17,-00001.83,-00007.73, 00005.73, 00000.00, 00000.00, 00000.00, 00032.58,99501.34,14.43,0.98
150236  00215.09, 00606.93, 00706.05,-00002.82, 00009.44,-00009.50, 00000.00, 00000.00, 00000.00, 00032.58,99478.91,14.43,0.98
150554  00265.62, 00653.56, 00712.16, 00003.95,-00001.45, 00004.19, 00000.00, 00000.00, 00000.00, 00032.58,99491.17,14.43,0.98
150868  00223.39, 00634.28, 00684.33, 00007.93,-00001.27,-00004.66, 00000.00, 00000.00, 00000.00, 00032.58,99514.09,14.43,0.98
151182  00292.48, 00702.64, 00685.55, 00004.37,-00000.71, 00001.56, 00000.00, 00000.00, 00000.00, 00032.53,99516.49,14.43,0.98
151496  00277.10, 00747.56, 00630.13, 00020.27,-00004.48, 00001.30, 00000.00, 00000.00, 00000.00, 00032.97,99518.68,14.43,0.98
151814  00274.17, 00902.59, 00252.44, 00075.55, 00000.57, 00002.57, 00000.00, 00000.00, 00000.00, 00032.63,99489.41,14.43,0.98
152128  00237.06, 00903.81,-00142.33, 00058.30,-00004.05,-00011.27, 00000.00, 00000.00, 00000.00, 00032.63,99495.97,14.43,0.98
152442  00265.62, 00920.41,-00358.64, 00039.53,-00000.73, 00005.09, 00000.00, 00000.00, 00000.00, 00032.73,99514.95,14.43,0.98
152756  00197.51, 00822.27,-00462.65,-00006.87,-00001.49,-00009.40, 00000.00, 00000.00, 00000.00, 00032.58,99515.55,14.43,0.98
153074  00222.90, 00872.80,-00401.12, 00000.54, 00005.89,-00003.44, 00000.00, 00000.00, 00000.00, 00032.58,99484.77,14.43,0.98
153388  00209.96, 00904.79,-00381.59,-00003.59, 00002.42,-00000.44, 00000.00, 00000.00, 00000.00, 00032.63,99483.09,14.43,0.98
153702  00184.08, 00882.57,-00383.54,-00004.15, 00004.54, 00001.06, 00000.00, 00000.00, 00000.00, 00032.77,99491.12,14.43,0.98
154016  00185.06, 00881.35,-00361.08,-00013.55, 00004.71,-00002.78, 00000.00, 00000.00, 00000.00, 00032.63,99501.15,14.43,0.98
154334  00205.57, 00923.58,-00173.10,-00073.40, 00021.98,-00019.21, 00000.00, 00000.00, 00000.00, 00032.73,99509.39,14.43,0.98
154648  00276.12, 00902.59, 00222.41,-00036.60, 00011.81,-00008.09, 00000.00, 00000.00, 00000.00, 00032.63,99495.52,14.43,0.98
154962  00120.12, 00932.86, 00228.03, 00007.08,-00001.82,-00006.10, 00000.00, 00000.00, 00000.00, 00032.73,99483.88,14.43,0.98
155276  00157.71, 00935.30, 00236.57,-00003.70,-00004.47, 00002.27, 00000.00, 00000.00, 00000.00, 00032.73,99489.34,14.43,0.98
155601  00108.64, 00913.57, 00231.20, 00005.96, 00001.66,-00009.79, 00000.00, 00000.00, 00000.00, 00032.73,99519.23,14.43,0.98
155915  00090.58, 00977.54, 00193.60,-00001.92, 00002.05, 00002.79, 00000.00, 00000.00, 00000.00, 00032.92,99504.57,14.43,0.98
156229  00080.57, 00962.89, 00156.74, 00003.65, 00001.81,-00012.73, 00000.00, 00000.00, 00000.00, 00032.58,99512.45,14.43,0.98
156543  00102.05, 00987.30, 00145.75,-00002.52,-00006.53,-00004.38, 00000.00, 00000.00, 00000.00, 00032.82,99500.73,14.43,0.98
156861 -00001.71, 00963.87, 00132.81,-00000.60,-00005.53,-00011.35, 00000.00, 00000.00, 00000.00, 00032.73,99497.17,14.43,0.98
157175 -00070.07, 00989.50, 00134.28, 00002.92,-00001.06,-00004.49, 00000.00, 00000.00, 00000.00, 00032.77,99511.84,14.43,0.98
157489 -00132.81, 00956.05, 00084.23, 00000.65,-00004.69,-00007.40, 00000.00, 00000.00, 00000.00, 00032.73,99511.38,14.43,0.98
157803 -00096.19, 00976.07, 00073.24, 00008.85,-00001.40,-00008.41, 00000.00, 00000.00, 00000.00, 00032.73,99501.25,14.43,0.98
158121 -00197.51, 00931.88, 00023.44, 00006.65,-00000.69,-00016.81, 00000.00, 00000.00, 00000.00, 00032.39,99500.62,14.43,0.98
158435 -00271.97, 00957.28, 00052.98, 00002.09, 00001.11,-00007.05, 00000.00, 00000.00, 00000.00, 00032.92,99504.75,14.43,0.98
158749 -00294.68, 00936.52, 00031.49, 00002.23,-00002.82,-00003.63, 00000.00, 00000.00, 00000.00, 00032.73,99501.52,14.43,0.98
159063 -00276.12, 00937.26, 00039.31,-00003.28, 00000.28,-00000.95, 00000.00, 00000.00, 00000.00, 00032.58,99499.17,14.43,0.98
159381 -00304.93, 00971.68, 00023.44,-00004.98,-00003.35,-00005.11, 00000.00, 00000.00, 00000.00, 00032.73,99970.49,14.50,0.99
159695 -00340.58, 00971.92, 00063.23,-00011.37,-00003.94,-00002.46, 00000.00, 00000.00, 00000.00, 00032.77,99491.02,14.43,0.98
160009 -00355.22, 00903.32, 00097.66,-00003.86,-00002.37,-00000.89, 00000.00, 00000.00, 00000.00, 00032.58,99598.69,14.43,0.98
160323 -00325.20, 00894.53, 00094.97, 00002.23,-00004.27,-00002.42, 00000.00, 00000.00, 00000.00, 00032.97,100924.32,14.64,1.00
160641 -00357.42, 00913.57, 00018.31, 00001.29,-00007.05,-00005.23, 00000.00, 00000.00, 00000.00, 00032.58,100027.84,14.52,0.99
160955 -00402.10, 00869.63,-00002.93, 00006.00,-00002.61, 00002.02, 00000.00, 00000.00, 00000.00, 00032.92,100762.36,14.61,0.99
161269 -00374.51, 00914.55, 00001.71, 00005.69, 00000.79,-00002.77, 00000.00, 00000.00, 00000.00, 00032.82,100286.40,14.55,0.99
161583 -00435.06, 00884.52,-00053.96, 00000.72, 00001.63,-00001.67, 00000.00, 00000.00, 00000.00, 00032.73,99492.61,14.44,0.98
161901 -00397.95, 00914.79,-00017.09, 00001.63, 00003.89,-00001.12, 00000.00, 00000.00, 00000.00, 00032.73,99501.47,14.43,0.98
162215 -00420.17, 00891.11,-00046.39, 00002.13, 00004.15,-00001.25, 00000.00, 00000.00, 00000.00, 00032.73,100221.71,14.54,0.99
162529 -00410.89, 00883.79,-00057.13,-00000.96, 00001.67,-00001.95, 00000.00, 00000.00, 00000.00, 00032.82,99505.42,14.43,0.98
162844 -00422.85, 00886.72,-00081.30, 00001.44, 00002.77,-00002.64, 00000.00, 00000.00, 00000.00, 00032.77,100172.62,14.53,0.99
163162 -00392.33, 00846.44,-00075.20, 00002.62, 00001.14, 00000.49, 00000.00, 00000.00, 00000.00, 00032.73,99482.45,14.43,0.98
163476 -00405.52, 00830.81,-00139.89, 00011.50, 00014.15, 00000.90, 00000.00, 00000.00, 00000.00, 00032.82,99573.30,14.45,0.98
163790 -00321.78, 00927.25,-00241.94, 00000.72, 00006.89, 00002.28, 00000.00, 00000.00, 00000.00, 00032.58,99501.11,14.43,0.98
164108 -00348.63, 00846.68,-00178.22, 00004.78, 00010.04,-00003.04, 00000.00, 00000.00, 00000.00, 00032.73,99954.26,14.50,0.99
164420 -00308.35, 00936.28,-00201.17,-00000.18, 00001.90,-00002.86, 00000.00, 00000.00, 00000.00, 00032.63,99972.21,14.49,0.98
164734 -00330.08, 00939.70,-00236.82,-00005.48,-00006.22, 00000.18, 00000.00, 00000.00, 00000.00, 00032.73,99999.19,14.51,0.99
165048 -00375.49, 00924.32,-00215.58,-00003.82,-00004.67,-00016.50, 00000.00, 00000.00, 00000.00, 00032.39,99500.67,14.43,0.98
165366 -00333.74, 00835.45,-00128.91, 00012.53,-00002.21,-00005.39, 00000.00, 00000.00, 00000.00, 00032.58,100172.16,14.53,0.99
165686 -00378.42, 00902.59,-00117.43, 00000.65,-00003.24, 00000.90, 00000.00, 00000.00, 00000.00, 00032.73,99494.64,14.43,0.98
166000 -00379.64, 00900.39,-00159.67,-00003.97,-00000.63, 00000.34, 00000.00, 00000.00, 00000.00, 00032.73,100267.82,14.54,0.99
166314 -00391.60, 00907.96,-00157.23, 00003.21,-00002.95,-00004.90, 00000.00, 00000.00, 00000.00, 00032.82,99863.59,14.48,0.99
166632 -00312.50, 00846.19,-00227.05, 00001.62, 00006.87, 00021.70, 00000.00, 00000.00, 00000.00, 00032.77,99504.04,14.43,0.98
166946 -00062.74, 01028.81,-00107.18,-00015.32, 00004.05, 00045.07, 00000.00, 00000.00, 00000.00, 00032.73,99933.84,14.49,0.99
167260  00124.76, 01018.80,-00149.17, 00003.33, 00010.95, 00004.92, 00000.00, 00000.00, 00000.00, 00032.39,99507.45,14.43,0.98
167574  00027.59, 00943.85,-00179.44,-00002.19,-00002.99, 00000.56, 00000.00, 00000.00, 00000.00, 00032.73,100515.71,14.58,0.99
167892  00060.79, 00988.77,-00133.79,-00004.07,-00002.32, 00007.40, 00000.00, 00000.00, 00000.00, 00032.77,99503.14,14.43,0.98
168206  00097.90, 00946.78,-00142.82,-00002.08, 00001.12,-00000.60, 00000.00, 00000.00, 00000.00, 00032.82,100947.25,14.64,1.00
168520  00069.34, 00969.48,-00173.34,-00000.76,-00000.52,-00001.65, 00000.00, 00000.00, 00000.00, 00033.11,100702.29,14.59,0.99
168834  00077.15, 00960.69,-00166.99,-00002.63,-00000.51,-00001.47, 00000.00, 00000.00, 00000.00, 00032.97,100710.42,14.62,1.00
169148  00051.76, 00968.26,-00171.39,-00000.95,-00005.05,-00003.26, 00000.00, 00000.00, 00000.00, 00032.77,99989.06,14.49,0.98
169462  00065.43, 00981.45,-00161.38, 00002.22,-00001.76,-00000.82, 00000.00, 00000.00, 00000.00, 00032.97,100857.67,14.64,1.00
169776  00062.01, 00962.16,-00163.57,-00001.14,-00002.95,-00002.57, 00000.00, 00000.00, 00000.00, 00032.97,100802.22,14.62,0.99
170090  00080.08, 00971.19,-00163.57, 00003.27,-00001.43,-00003.30, 00000.00, 00000.00, 00000.00, 00032.77,99934.34,14.49,0.99
170408  00042.97, 00982.42,-00170.90,-00001.72,-00009.98,-00001.96, 00000.00, 00000.00, 00000.00, 00032.92,99495.91,14.43,0.98
170722  00056.15, 00968.75,-00189.94,-00011.23,-00010.79, 00001.22, 00000.00, 00000.00, 00000.00, 00032.73,99570.33,14.45,0.98
171036  00055.66, 00983.89,-00183.35,-00001.66, 00002.06, 00002.22, 00000.00, 00000.00, 00000.00, 00032.97,99494.51,14.43,0.98
171350  00068.60, 00950.68,-00208.74, 00004.50, 00005.71, 00001.06, 00000.00, 00000.00, 00000.00, 00033.06,99509.72,14.44,0.98
171668  00080.81, 00942.14,-00170.65,-00008.73,-00000.60, 00003.78, 00000.00, 00000.00, 00000.00, 00032.58,99991.40,14.52,0.99
171982  00069.34, 00955.57,-00187.01,-00006.05, 00000.68, 00006.36, 00000.00, 00000.00, 00000.00, 00032.77,99511.90,14.43,0.98
172296  00102.29, 00974.12,-00143.80,-00002.28,-00001.84,-00000.85, 00000.00, 00000.00, 00000.00, 00032.92,99608.23,14.46,0.98
172610  00106.93, 00967.77,-00154.05, 00002.24, 00003.81, 00002.53, 00000.00, 00000.00, 00000.00, 00032.92,100483.69,14.57,0.99
172928  00120.12, 00947.51,-00150.15,-00002.33,-00000.75,-00002.14, 00000.00, 00000.00, 00000.00, 00032.92,99482.93,14.43,0.98
173242  00127.93, 00980.71,-00138.67,-00000.76,-00000.56, 00001.26, 00000.00, 00000.00, 00000.00, 00032.73,100934.80,14.63,0.99
173556  00139.65, 00967.53,-00119.38,-00001.09, 00003.51, 00003.24, 00000.00, 00000.00, 00000.00, 00033.06,99512.45,14.43,0.98
173870  00141.36, 00969.73,-00150.15,-00005.77,-00000.56, 00001.95, 00000.00, 00000.00, 00000.00, 00032.63,100371.90,14.56,0.99
174188  00149.90, 00974.61,-00161.87, 00004.28, 00002.33,-00003.60, 00000.00, 00000.00, 00000.00, 00032.97,99884.95,14.49,0.99
174502  00183.59, 00966.31,-00181.64,-00001.58,-00004.71,-00003.24, 00000.00, 00000.00, 00000.00, 00033.16,99507.29,14.43,0.98
174816  00170.41, 00975.59,-00200.20,-00000.40,-00000.22, 00002.29, 00000.00, 00000.00, 00000.00, 00032.77,99508.89,14.43,0.98
175130  00127.69, 00958.74,-00190.92,-00000.82,-00002.93, 00003.82, 00000.00, 00000.00, 00000.00, 00032.82,99495.05,14.43,0.98
175455  00138.43, 00894.29,-00223.14, 00001.68, 00001.39,-00008.49, 00000.00, 00000.00, 00000.00, 00033.16,99502.04,14.43,0.98
175514 Single button click acknowledged, data collection ENDED for file: Test2.txt
