Time,Pa,P1,first_derivative,second_derivative
67000,99446,0.01,-10.0,-76.0
69000,99414,0.01,-32.0,-22.0
69000,99432,0.01,18.0,50.0
70000,99427,0.01,-5.0,-23.0
70000,99435,0.01,8.0,13.0
71000,99446,0.01,11.0,3.0
72000,100265,0.09,819.0,808.0
73000,99433,0.01,-832.0,-1651.0
74000,99433,0.01,0.0,832.0
75000,99429,0.01,-4.0,-4.0
76000,99435,0.01,6.0,10.0
76000,99425,0.01,-10.0,-16.0
77000,99431,0.01,6.0,16.0
78000,99429,0.01,-2.0,-8.0
79000,99434,0.01,5.0,7.0
79000,99431,0.01,-3.0,-8.0
80000,99433,0.01,2.0,5.0
81000,99436,0.01,3.0,1.0
82000,99416,0.01,-20.0,-23.0
83000,99437,0.01,21.0,41.0
84000,99431,0.01,-6.0,-27.0
85000,99424,0.01,-7.0,-1.0
85000,99403,0.01,-21.0,-14.0
86000,99431,0.01,28.0,49.0
86000,99416,0.01,-15.0,-43.0
87000,99422,0.01,6.0,21.0
88000,99418,0.01,-4.0,-10.0
88000,99423,0.01,5.0,9.0
89000,99435,0.01,12.0,7.0
89000,99406,0.01,-29.0,-41.0
90000,99427,0.01,21.0,50.0
91000,99430,0.01,3.0,-18.0
91000,99425,0.01,-5.0,-8.0
92000,99422,0.01,-3.0,2.0
93000,99433,0.01,11.0,14.0
93000,99427,0.01,-6.0,-17.0
94000,99429,0.01,2.0,8.0
94000,99434,0.01,5.0,3.0
95000,99426,0.01,-8.0,-13.0
96000,99394,0.01,-32.0,-24.0
96000,99422,0.01,28.0,60.0
97000,99411,0.01,-11.0,-39.0
97000,99339,0.0,-72.0,-61.0
98000,99410,0.01,71.0,143.0
99000,99388,0.01,-22.0,-93.0
99000,99417,0.01,29.0,51.0
100000,99423,0.01,6.0,-23.0
101000,99426,0.01,3.0,-3.0
101000,99402,0.01,-24.0,-27.0
102000,99411,0.01,9.0,33.0
103000,99419,0.01,8.0,-1.0
103000,99421,0.01,2.0,-6.0
104000,99411,0.01,-10.0,-12.0
105000,99443,0.01,32.0,42.0
106000,99429,0.01,-14.0,-46.0
106000,99418,0.01,-11.0,3.0
107000,99425,0.01,7.0,18.0
